B.hi content.tsv
Level	Esperanto	hi	en-us	Grupo	Alternativoj	Pronoco
level	ĝi daŭros horon	यह एक घंटे तक चलेगा	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	और बारह बजे भोजन करना संभव होगा	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	खूबसूरती से मैं इसका इंतजार कर रहा हूं	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	मुझे बताओ, उद्घाटन के दौरान क्या होता है?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	क्या यह बिल्कुल देखने लायक है?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	मेरी राय में हाँ	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	आमतौर पर यह बहुत जीवंत नहीं है	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	लेकिन एक 'नौसिखिया' के रूप में आपके लिए	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	इसमें भाग लेना दिलचस्प हो सकता है	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	मुझे लगता है कि ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	TEJO के अध्यक्ष कुछ शब्द कहेंगे	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	कांग्रेस का विषय	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	ऐसा लगता है, शायद	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	एलकेके से कोई संभवतः कांग्रेस का विषय प्रस्तुत करेगा	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	प्रत्येक IJK की अपनी थीम होती है	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	मुझे उम्मीद है कि कुछ संगीत भी होगा	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	अच्छा, यह कहाँ होगा?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	महान व्याख्यान कक्ष में	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	उसे कैसे खोजें?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	जब तुम यह स्थान छोड़ोगे	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	भवन के ठीक अंत तक जाएँ	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	शायद 100 मीटर के लिए	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	फिर से सही, सीधे शायद 100 मीटर तक	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	और एक पीला घर है	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	सड़क के बाईं ओर	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	सभी IJK साइटों के बारे में संकेत	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	इसमें आपको सभी IJK साइटों के बारे में संकेत मिलेंगे	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	मैं मोबाइल फोन से एक संदेश भेजूंगा	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	अगर मुझे यह नहीं मिला	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	ओह, अच्छा विचार है, वहाँ मिलते हैं!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	व्याख्यान कक्ष में	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	अभिभावक स्वर्गदूतों? क्या तुम मजाक कर रहे हो?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	तेजो के अध्यक्ष	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	अंत में मैं आप सभी को एक मजेदार सप्ताह की शुभकामनाएं देता हूं	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	ताजा जानकारी के मुताबिक	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	हम यहां 38 देशों से 423 लोग हैं	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	मैं आपके लिए एक फलदायक और अत्यंत मनोरंजक IJK सप्ताह की कामना करता हूँ	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	TEJO बोर्ड की ओर से हार्दिक स्वागत	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	तालियों की गड़गड़ाहट के बाद	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	क्या आपने जागते रहने का प्रबंधन किया?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	हाँ, मुख्यतः मेरी भूख के कारण	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	नहीं, मैं मज़ाक कर रहा हूं। यह सुनना दिलचस्प था	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	गतिविधि के बारे में थोड़ा सुनना दिलचस्प था	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	आंदोलन की गतिविधि और संरचना के बारे में सुनना	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	एक TEJO सत्र आपकी रुचि जगाएगा	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	हो सकता है कि TEJO के कुछ सत्र आपके लिए दिलचस्प हों	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	हाँ शायद	yes maybe	grupo	alternativoj	prononco
level	mi provos	मैं कोशिश करूँगा	I will try	grupo	alternativoj	prononco
