C.hi content.tsv
Level	Esperanto	hi	en-us	Grupo	Alternativoj	Pronoco
level	rubriko	एक शीर्षक, एक अनुभाग, एक रूब्रिक, एक कॉलम	a heading, a section, a rubric, a column	grupo	alternativoj	prononco
level	krimo	एक अपराध	a crime	grupo	alternativoj	prononco
level	akiri	प्राप्त करना, प्राप्त करना, प्राप्त करना, प्राप्त करना	to acquire, to attain, to obtain, to get	grupo	alternativoj	prononco
level	fuŝi	गड़बड़ करना, गड़बड़ करना, गड़बड़ी करना, गड़बड़ करना	to mess, to bungle, to botch, to screw up	grupo	alternativoj	prononco
level	virino	एक औरत	a woman	grupo	alternativoj	prononco
level	viŝi	मिटाना, मिटाना, मिटाना	to wipe, to delete, ti wipe off	grupo	alternativoj	prononco
level	flanke	पक्ष में	at the side	grupo	alternativoj	prononco
level	oferti	प्रस्ताव करना, बोली लगाना, प्रस्ताव करना, पेशकश करना	to propose, to bid, to make an offer of, to offer	grupo	alternativoj	prononco
level	muŝo	एक मक्खी (कीट)	a fly (insect)	grupo	alternativoj	prononco
level	subite	अचानक, अचानक	suddenly, all of a sudden	grupo	alternativoj	prononco
level	spegulo	एक दर्पण, एक देखने वाला शीशा	a mirror, a looking glass	grupo	alternativoj	prononco
level	taŭga	उपयुक्त	suitable	grupo	alternativoj	prononco
level	neniel	किसी भी तरह से नहीं, किसी भी तरह से नहीं, बिल्कुल नहीं	in no way, by no means, not at all	grupo	alternativoj	prononco
level	persona	निजी	personal	grupo	alternativoj	prononco
level	rado	पहिया	a wheel	grupo	alternativoj	prononco
level	najbaro	एक पड़ोसी	a neighbor	grupo	alternativoj	prononco
level	tremi	कांपना, कांपना, कांपना	to tremble, to quiver, to shiver	grupo	alternativoj	prononco
level	familia ĉambro	एक परिवार कक्ष, एक बैठक कक्ष	a family room, a living room	grupo	alternativoj	prononco
level	poto	एक बर्तन, एक सुराही	a pot, a jug	grupo	alternativoj	prononco
level	pasigi	खर्च करना, गुजारना	to spend, to pass	grupo	alternativoj	prononco
level	akompani	साथ देने के लिए	to accompany	grupo	alternativoj	prononco
level	noto	एक नोट, (स्कूल) ग्रेड, चिह्न	a note, (school) grade, mark	grupo	alternativoj	prononco
level	brovo	एक भौंह	an eyebrow	grupo	alternativoj	prononco
level	infanĉambro	एक बच्चे का कमरा	a child room	grupo	alternativoj	prononco
level	vigla	एनिमेटेड, तेज	animated, brisk	grupo	alternativoj	prononco
level	simio	एक बन्दर	a monkey	grupo	alternativoj	prononco
level	pilko	एक गेंद	a ball	grupo	alternativoj	prononco
level	konscii	सचेत होना, जागरूक होना	to be concious, to be aware of	grupo	alternativoj	prononco
level	honoro	सम्मान, एक सम्मान	honor, an honour	grupo	alternativoj	prononco
level	inaŭguro	उद्घाटन, एक उद्घाटन	inauguration, an inauguration	grupo	alternativoj	prononco
level	bebo	एक शिशु	a baby	grupo	alternativoj	prononco
level	rajti	अनुमति दिया जाना, अधिकार होना	to be allowed, to have the right to	grupo	alternativoj	prononco
level	apetito	एक भूख	an appetite	grupo	alternativoj	prononco
level	klubo	एक क्लब, एक समाज	a club, a society	grupo	alternativoj	prononco
level	soifi	प्यासा होना, प्यासा होना	to thirst, to be thirsty	grupo	alternativoj	prononco
level	muso	एक माउस	a mouse	grupo	alternativoj	prononco
level	nevo	भतीजा	a nephew	grupo	alternativoj	prononco
level	vespermanĝo	एक रात का खाना, एक रात का खाना, शाम का भोजन	a dinner, a supper, evening meal	grupo	alternativoj	prononco
level	matene	सुबह में	in the morning	grupo	alternativoj	prononco
level	trompi	धोखा देना, धोखा देना	to deceive, to cheat	grupo	alternativoj	prononco
level	farmi	खेती करना, खेत पट्टे पर लेना	to farm, to lease a farm	grupo	alternativoj	prononco
level	cifero	अंक, एक अंक, सिफ़र, एक आकृति	digit, a digit, cipher, a figure	grupo	alternativoj	prononco
level	honesta	ईमानदार	honest	grupo	alternativoj	prononco
level	tagmezo	दोपहर, दोपहर	noon, midday	grupo	alternativoj	prononco
level	romano	एक उपन्यास	a novel	grupo	alternativoj	prononco
level	rato	एक चूहा	a rat	grupo	alternativoj	prononco
level	antaŭtagmeze	दोपहर से पहले (सुबह)	before noon (in the morning)	grupo	alternativoj	prononco
level	fosi	खोदना, कुदाल चलाना, कुदाल चलाना	to dig, to grub, to spade	grupo	alternativoj	prononco
level	foso	एक गड्ढा, खंभा	a pit, pole	grupo	alternativoj	prononco
level	posttagmeze	दोपहर को	in the afternoon	grupo	alternativoj	prononco
level	fiera	गर्व	proud	grupo	alternativoj	prononco
level	bari	रोकना, बाधा डालना	to bar, to obstruct	grupo	alternativoj	prononco
level	oscedi	जंभाई के लिए	to yawn	grupo	alternativoj	prononco
level	poento	एक बिंदु, एक रन	a point, a run	grupo	alternativoj	prononco
level	minaci	परेशान करना, धमकाना, डराना, धमकाना	to minace, to threaten, to intimidate, to menace	grupo	alternativoj	prononco
level	armo	हथियार, शस्त्रागार	arms, armory	grupo	alternativoj	prononco
level	parenco	रिश्तेदार, रिश्तेदार, रिश्तेदार	relative, a relative, a kinsman	grupo	alternativoj	prononco
level	rikolti	फसल काटना, काटना, एकत्र करना	to harvest, to reap, to garner	grupo	alternativoj	prononco
level	duŝo	शॉवर, एक शॉवर	shower, a shower	grupo	alternativoj	prononco
level	mueli	चूर्ण करना	to grind	grupo	alternativoj	prononco
level	fabelo	एक परी कथा, एक सोने के समय की कहानी	a fairy tale, a bedtime story	grupo	alternativoj	prononco
level	publika	सार्वजनिक, जनता के लिए खुला	public, open to public	grupo	alternativoj	prononco
level	baro	एक बाधा, एक बाधा	a barrier, an obstruction	grupo	alternativoj	prononco
level	kubuto	एक कोहनी	an elbow	grupo	alternativoj	prononco
level	flughaveno	हवाई अड्डा	an airport	grupo	alternativoj	prononco
level	spico	एक मसाला	a spice	grupo	alternativoj	prononco
level	kubo	एक घन, एक पासा	a cube, a dice	grupo	alternativoj	prononco
level	transirejo	एक चौराहा, एक क्रॉसवे	a crossing, a crossway	grupo	alternativoj	prononco
level	lastanokte	(पर) कल रात	(at) last night	grupo	alternativoj	prononco
level	pafi	गोली चलाना, गोली चलाना	to shoot, to fire	grupo	alternativoj	prononco
level	aprobi	अनुमोदन करना	to approve	grupo	alternativoj	prononco
level	kutime	सामान्यतः, सामान्यतः	ordinarily, usually	grupo	alternativoj	prononco
level	reala	असली	real	grupo	alternativoj	prononco
level	kolekti	इकट्ठा करने के लिए	to collect	grupo	alternativoj	prononco
level	okulvitroj	चश्मा, चश्मा, चश्मा	eye-glasses, spectacles, glasses	grupo	alternativoj	prononco
level	rolo	भूमिका, भूमिका, भाग	role, a role, a part	grupo	alternativoj	prononco
level	rifuzi	मना कर देना	to refuse	grupo	alternativoj	prononco
level	riproĉi	धिक्कारना, धिक्कारना, धिक्कारना, धिक्कारना	to reproach, to reprimand, to rebuke, to scold	grupo	alternativoj	prononco
level	fakturo	एक चालान, एक बिल	an invoice, a bill	grupo	alternativoj	prononco
level	sun-floro	एक सूरजमुखी	a sun-flower	grupo	alternativoj	prononco
level	peli	प्रेरित करना, चलाना, पीछा करना, प्रेरित करना	to propel, to drive, to chase, to impel	grupo	alternativoj	prononco
level	bluzo	एक ब्लाउज	a blouse	grupo	alternativoj	prononco
level	ĉial	हर कारण से	for every reason	grupo	alternativoj	prononco
level	pluvi	बारिश	to rain	grupo	alternativoj	prononco
level	deserto	एक मिठाई, एक बाद	a dessert, an afters	grupo	alternativoj	prononco
level	regno	एक राज्य, एक क्षेत्र	a kingdom, a realm	grupo	alternativoj	prononco
level	bedaŭrinda	खेदजनक, निंदनीय	regrettable, deplorable	grupo	alternativoj	prononco
level	nenial	अकारण, किसी भी कारण से नहीं	for no reason, not for any reason	grupo	alternativoj	prononco
level	indulgi	(के साथ) उदार होना, लिप्त होना	to be lenient (with), to indulge	grupo	alternativoj	prononco
level	ĉiĉerono	एक सिसरोन, एक टूर गाइड, एक सभ्य	a cicerone, a tour guide, a docent	grupo	alternativoj	prononco
level	krano	एक नल, एक नल	a tap, a faucet	grupo	alternativoj	prononco
level	prezidi	अध्यक्षता करना	to preside over	grupo	alternativoj	prononco
level	najbara	पड़ोसी	neighboring	grupo	alternativoj	prononco
level	kruciĝejo	एक चौराहा	a crossway	grupo	alternativoj	prononco
level	polvo	धूल, धूल	dust, a dust	grupo	alternativoj	prononco
level	ĉapitro	अध्याय, एक अध्याय	chapter, a chapter	grupo	alternativoj	prononco
