C.tr content.tsv
Level	Esperanto	tr	en-us	Grupo	Alternativoj	Pronoco
level	naskiĝtago	doğum günü	a birthday	grupo	alternativoj	prononco
level	karbo	kömür	coal	grupo	alternativoj	prononco
level	proponi	teklif etmek, teklif etmek	to propose, to offer	grupo	alternativoj	prononco
level	muzeo	bir müze	a museum	grupo	alternativoj	prononco
level	metalo	metal, bir metal	metal, a metal	grupo	alternativoj	prononco
level	streĉi	germek, sıkmak	to strech, to tighten	grupo	alternativoj	prononco
level	gustumi	tatmak, örnek almak	to taste, to sample	grupo	alternativoj	prononco
level	atenti	dikkat etmek, dikkat etmek, dikkat etmek	to take care, to pay attention, to watch out for	grupo	alternativoj	prononco
level	presi	yazdırmak	to print	grupo	alternativoj	prononco
level	tabulo	bir tahta, bir tahta, bir tablet	a board, a plank, a tablette	grupo	alternativoj	prononco
level	tute	tamamen, tamamen, tamamen	totally, completely, entirely	grupo	alternativoj	prononco
level	serio	bir dizi	a series	grupo	alternativoj	prononco
level	universitato	Bir üniversite	a university	grupo	alternativoj	prononco
level	situacio	bir durum, koşullar, şart	a situation, circumstances, a condition	grupo	alternativoj	prononco
level	paro	bir çift, bir çift	a pair, a couple	grupo	alternativoj	prononco
level	metio	zanaat, el işi	craft, handicraft	grupo	alternativoj	prononco
level	meblo	bir mobilya parçası	a piece of furniture	grupo	alternativoj	prononco
level	oleo	yağ, bir yağ	oil, an oil	grupo	alternativoj	prononco
level	scivola	meraklı, meraklı	curious, inquisitive	grupo	alternativoj	prononco
level	ĉu ne?	değil mi? değil mi?	isn't it? aren't they?	grupo	alternativoj	prononco
level	nepra	gerekli, kesinlikle gerekli	essential, absolutely necessary	grupo	alternativoj	prononco
level	kapabli	yapabilmek, yapabilmek	to be able to, to be capable of	grupo	alternativoj	prononco
level	ŝranko	bir dolap, bir dolap, bir dolap, bir büfe	a locker, a cupboard, a closet, a sideboard	grupo	alternativoj	prononco
level	po ~	başına, oranında	per, at the rate of, by	grupo	alternativoj	prononco
level	direktoro	bir yönetmen, bir yönetici	a director, a manager	grupo	alternativoj	prononco
level	ve!	Ne yazık ki!	Alas!	grupo	alternativoj	prononco
level	eviti	kaçınmak, kaçınmak	to avoid, to evade	grupo	alternativoj	prononco
level	posedi	sahip olmak, sahip olmak	to possess, to own	grupo	alternativoj	prononco
level	rubriko	bir başlık, bir bölüm, bir değerlendirme listesi, bir sütun	a heading, a section, a rubric, a column	grupo	alternativoj	prononco
level	krimo	bir suç	a crime	grupo	alternativoj	prononco
level	akiri	elde etmek, elde etmek, elde etmek, elde etmek	to acquire, to attain, to obtain, to get	grupo	alternativoj	prononco
level	fuŝi	berbat etmek, berbat etmek, berbat etmek, berbat etmek	to mess, to bungle, to botch, to screw up	grupo	alternativoj	prononco
level	virino	bir kadın	a woman	grupo	alternativoj	prononco
level	viŝi	silmek, silmek, silmek	to wipe, to delete, ti wipe off	grupo	alternativoj	prononco
level	flanke	Kenarda	at the side	grupo	alternativoj	prononco
level	oferti	teklif etmek, teklif etmek, teklif etmek, teklif etmek	to propose, to bid, to make an offer of, to offer	grupo	alternativoj	prononco
level	muŝo	sinek (böcek)	a fly (insect)	grupo	alternativoj	prononco
level	subite	aniden, birdenbire	suddenly, all of a sudden	grupo	alternativoj	prononco
level	spegulo	bir ayna, bir ayna	a mirror, a looking glass	grupo	alternativoj	prononco
level	taŭga	uygun	suitable	grupo	alternativoj	prononco
level	neniel	hiçbir şekilde, hiçbir şekilde, hiçbir şekilde	in no way, by no means, not at all	grupo	alternativoj	prononco
level	persona	kişisel	personal	grupo	alternativoj	prononco
level	rado	bir tekerlek	a wheel	grupo	alternativoj	prononco
level	najbaro	bir komşu	a neighbor	grupo	alternativoj	prononco
level	tremi	titremek, titremek, ürpermek	to tremble, to quiver, to shiver	grupo	alternativoj	prononco
level	familia ĉambro	aile odası, oturma odası	a family room, a living room	grupo	alternativoj	prononco
level	poto	bir tencere, bir sürahi	a pot, a jug	grupo	alternativoj	prononco
level	pasigi	geçirmek, geçirmek	to spend, to pass	grupo	alternativoj	prononco
level	akompani	eşlik etmek	to accompany	grupo	alternativoj	prononco
level	noto	bir not, (okul) notu, not	a note, (school) grade, mark	grupo	alternativoj	prononco
level	brovo	bir kaş	an eyebrow	grupo	alternativoj	prononco
level	infanĉambro	bir çocuk odası	a child room	grupo	alternativoj	prononco
level	vigla	animasyonlu, tempolu	animated, brisk	grupo	alternativoj	prononco
level	simio	maymun	a monkey	grupo	alternativoj	prononco
level	pilko	bir top	a ball	grupo	alternativoj	prononco
level	konscii	bilinçli olmak, farkında olmak	to be concious, to be aware of	grupo	alternativoj	prononco
level	honoro	şeref, şeref	honor, an honour	grupo	alternativoj	prononco
level	inaŭguro	açılış, açılış	inauguration, an inauguration	grupo	alternativoj	prononco
level	bebo	bir bebek	a baby	grupo	alternativoj	prononco
level	rajti	izin verilmek, hakka sahip olmak	to be allowed, to have the right to	grupo	alternativoj	prononco
level	apetito	iştah	an appetite	grupo	alternativoj	prononco
level	klubo	bir kulüp, bir topluluk	a club, a society	grupo	alternativoj	prononco
level	soifi	susamak, susamak	to thirst, to be thirsty	grupo	alternativoj	prononco
level	muso	Bir fare	a mouse	grupo	alternativoj	prononco
level	nevo	bir yeğen	a nephew	grupo	alternativoj	prononco
level	vespermanĝo	akşam yemeği, akşam yemeği, akşam yemeği	a dinner, a supper, evening meal	grupo	alternativoj	prononco
level	matene	sabah	in the morning	grupo	alternativoj	prononco
level	trompi	aldatmak, aldatmak	to deceive, to cheat	grupo	alternativoj	prononco
level	farmi	çiftçilik yapmak, çiftlik kiralamak	to farm, to lease a farm	grupo	alternativoj	prononco
level	cifero	rakam, rakam, şifre, rakam	digit, a digit, cipher, a figure	grupo	alternativoj	prononco
level	honesta	dürüst	honest	grupo	alternativoj	prononco
level	tagmezo	öğlen gün Ortası	noon, midday	grupo	alternativoj	prononco
level	romano	bir roman	a novel	grupo	alternativoj	prononco
level	rato	Bir fare	a rat	grupo	alternativoj	prononco
level	antaŭtagmeze	öğleden önce (sabah)	before noon (in the morning)	grupo	alternativoj	prononco
level	fosi	kazmak, kazmak, kazmak	to dig, to grub, to spade	grupo	alternativoj	prononco
level	foso	çukur, direk	a pit, pole	grupo	alternativoj	prononco
level	posttagmeze	öğleden sonra	in the afternoon	grupo	alternativoj	prononco
level	fiera	gurur duymak	proud	grupo	alternativoj	prononco
level	bari	engellemek, engellemek	to bar, to obstruct	grupo	alternativoj	prononco
level	oscedi	esnemek	to yawn	grupo	alternativoj	prononco
level	poento	bir puan, bir koşu	a point, a run	grupo	alternativoj	prononco
level	minaci	gözdağı vermek, tehdit etmek, korkutmak, gözdağı vermek	to minace, to threaten, to intimidate, to menace	grupo	alternativoj	prononco
level	armo	silahlar, cephanelik	arms, armory	grupo	alternativoj	prononco
level	parenco	akraba, akraba, akraba	relative, a relative, a kinsman	grupo	alternativoj	prononco
level	rikolti	hasat etmek, biçmek, toplamak	to harvest, to reap, to garner	grupo	alternativoj	prononco
level	duŝo	duş, duş	shower, a shower	grupo	alternativoj	prononco
level	mueli	öğütmek için	to grind	grupo	alternativoj	prononco
level	fabelo	bir peri masalı, bir uyku öncesi hikayesi	a fairy tale, a bedtime story	grupo	alternativoj	prononco
level	publika	halka açık, halka açık	public, open to public	grupo	alternativoj	prononco
level	baro	bir engel, bir engel	a barrier, an obstruction	grupo	alternativoj	prononco
level	kubuto	bir dirsek	an elbow	grupo	alternativoj	prononco
level	flughaveno	Havaalanı	an airport	grupo	alternativoj	prononco
level	spico	bir baharat	a spice	grupo	alternativoj	prononco
level	kubo	bir küp, bir zar	a cube, a dice	grupo	alternativoj	prononco
level	transirejo	bir geçit, bir kavşak	a crossing, a crossway	grupo	alternativoj	prononco
level	lastanokte	dün gece	(at) last night	grupo	alternativoj	prononco
level	pafi	ateş etmek, ateş etmek	to shoot, to fire	grupo	alternativoj	prononco
level	aprobi	onaylamak için	to approve	grupo	alternativoj	prononco
level	kutime	normalde, genellikle	ordinarily, usually	grupo	alternativoj	prononco
level	reala	gerçek	real	grupo	alternativoj	prononco
level	kolekti	toplamak	to collect	grupo	alternativoj	prononco
level	okulvitroj	gözlük, gözlük, gözlük	eye-glasses, spectacles, glasses	grupo	alternativoj	prononco
level	rolo	rol, rol, rol	role, a role, a part	grupo	alternativoj	prononco
level	rifuzi	reddetmek	to refuse	grupo	alternativoj	prononco
level	riproĉi	azarlamak, azarlamak, azarlamak, azarlamak	to reproach, to reprimand, to rebuke, to scold	grupo	alternativoj	prononco
level	fakturo	fatura, fatura	an invoice, a bill	grupo	alternativoj	prononco
level	sun-floro	bir ayçiçeği	a sun-flower	grupo	alternativoj	prononco
level	peli	itmek, sürmek, kovalamak, itmek	to propel, to drive, to chase, to impel	grupo	alternativoj	prononco
level	bluzo	Bir bluz	a blouse	grupo	alternativoj	prononco
level	ĉial	her nedenden dolayı	for every reason	grupo	alternativoj	prononco
level	pluvi	yağmur yağmak	to rain	grupo	alternativoj	prononco
level	deserto	bir tatlı, bir sonrası	a dessert, an afters	grupo	alternativoj	prononco
level	regno	bir krallık, bir bölge	a kingdom, a realm	grupo	alternativoj	prononco
level	bedaŭrinda	üzücü, içler acısı	regrettable, deplorable	grupo	alternativoj	prononco
level	nenial	hiçbir sebeple, hiçbir sebeple	for no reason, not for any reason	grupo	alternativoj	prononco
level	indulgi	hoşgörülü olmak, hoşgörülü olmak	to be lenient (with), to indulge	grupo	alternativoj	prononco
level	ĉiĉerono	bir cicerone, bir tur rehberi, bir doktor	a cicerone, a tour guide, a docent	grupo	alternativoj	prononco
level	krano	bir musluk, bir musluk	a tap, a faucet	grupo	alternativoj	prononco
level	prezidi	başkanlık etmek	to preside over	grupo	alternativoj	prononco
level	najbara	komşu	neighboring	grupo	alternativoj	prononco
level	kruciĝejo	bir kavşak	a crossway	grupo	alternativoj	prononco
level	polvo	toz, bir toz	dust, a dust	grupo	alternativoj	prononco
level	ĉapitro	bölüm, bölüm	chapter, a chapter	grupo	alternativoj	prononco
level	reklamo	Bir reklam	an advertisement	grupo	alternativoj	prononco
level	pia	dindar	pious	grupo	alternativoj	prononco
level	lastjare	geçen sene	last year	grupo	alternativoj	prononco
level	vojmontrilo	bir dönüm noktası, bir tabela	a landmark, a signpost	grupo	alternativoj	prononco
level	kelo	kiler, bodrum	a cellar, a basement	grupo	alternativoj	prononco
level	firma	sağlam, istikrarlı	firm, stable	grupo	alternativoj	prononco
level	eks-	(prefix) eski, eski	(prefix)  ex-, former	grupo	alternativoj	prononco
level	kilogramo	bir kilogram	a kilogram	grupo	alternativoj	prononco
level	frago	bir çilek	a strawberry	grupo	alternativoj	prononco
level	pato	kızartma tavası	a frying pan	grupo	alternativoj	prononco
level	delikata	hassas, duyarlı	delicate, sensitive	grupo	alternativoj	prononco
level	ĉasi	peşinden koşmak, peşinden koşmak, avlanmak	to chase after, to pursue, to hunt	grupo	alternativoj	prononco
level	verdire	gerçeği söylemek	to tell the truth	grupo	alternativoj	prononco
level	pra-	zamanda uzaklık, tarih öncesi, ön, büyük-büyük-	remoteness in time, prehistorical, fore-, greatgrand-	grupo	alternativoj	prononco
level	matura	olgun, olgun	mature, ripe	grupo	alternativoj	prononco
level	kulerego	kova, büyük kaşık	bucket, a large spoon	grupo	alternativoj	prononco
level	konduti	kendi kendine davranmak, davranmak	to conduct oneself, to behave	grupo	alternativoj	prononco
level	vere	gerçekten, gerçekten, gerçekten	really, genuinly, truly	grupo	alternativoj	prononco
level	mis-	(prefix) yanlış	(prefix)  mis-	grupo	alternativoj	prononco
level	kvieta	sessiz sakin	quiet, calm	grupo	alternativoj	prononco
level	funkcii	işlev görmek, faaliyet göstermek, çalışmak	to function, to operate, to work	grupo	alternativoj	prononco
level	konvena	uygun, uygun	appropriate, suitable	grupo	alternativoj	prononco
level	turisto	Bir turist	a tourist	grupo	alternativoj	prononco
level	honti	utanmak	to be ashamed	grupo	alternativoj	prononco
level	averti	uyarmak, uyarmak	to warn, to caution	grupo	alternativoj	prononco
level	turismo	turizm	tourism	grupo	alternativoj	prononco
level	stumpo	bir kütük, bir izmarit (sigara)	a stump, a butt (cigarret)	grupo	alternativoj	prononco
level	trinkmono (gratifiko)	bahşiş (bonus), bahşiş	a tip (bonus), a gratuity	grupo	alternativoj	prononco
level	pacienca	hasta	patient	grupo	alternativoj	prononco
level	mieno	bir (yüz) ifadesi	a (facial) expression	grupo	alternativoj	prononco
level	pensio	emeklilik, yıllık gelir	pension, annuity	grupo	alternativoj	prononco
level	princo	bir prens	a prince	grupo	alternativoj	prononco
level	sorto	kader, kader, talih	destiny, fate, fortune	grupo	alternativoj	prononco
level	-end-	(suffix) yükümlülük	(suffix)  obligation	grupo	alternativoj	prononco
level	longaj ŝtrumpoj	uzun çoraplar	long stockings	grupo	alternativoj	prononco
level	barbo	sakal	beard	grupo	alternativoj	prononco
level	-ing-	(suffix) uzun tutucu, soket	(suffix)  long holder, socket	grupo	alternativoj	prononco
level	bongusta	lezzetli, tadı güzel	delicious, good-tasted	grupo	alternativoj	prononco
level	flegi	ilgilenmek, hemşirelik yapmak	to take care of, to nurse	grupo	alternativoj	prononco
level	-njo	(suffix) dişi evcil hayvan adı	(suffix)  female pet name	grupo	alternativoj	prononco
level	-ĉjo	(suffix) erkek evcil hayvan adı	(suffix)  male pet name	grupo	alternativoj	prononco
level	plugi	sürmek, sürmek, sürmek	to plow, to plough, to till	grupo	alternativoj	prononco
level	amletero	bir aşk mektubu	a loveletter	grupo	alternativoj	prononco
level	glaso da	bir bardak	a glass of	grupo	alternativoj	prononco
level	valo	bir vadi	a valley	grupo	alternativoj	prononco
level	taso da	bir fincan	a cup of	grupo	alternativoj	prononco
level	ŝarĝo	bir yük, bir yük, bir ücret	a burden, a load, a charge	grupo	alternativoj	prononco
level	bufedo	büfe	a buffet	grupo	alternativoj	prononco
level	avino	bir büyükanne	a grandmother	grupo	alternativoj	prononco
level	guto	bir damla, bir damla	a drop, a drip	grupo	alternativoj	prononco
level	estingi	söndürmek, söndürmek	to put out, to extinguish	grupo	alternativoj	prononco
level	feliĉe	mutlu bir şekilde	happily	grupo	alternativoj	prononco
level	gorĝo	bir boğaz	a throat	grupo	alternativoj	prononco
level	serpento	bir yılan	a snake	grupo	alternativoj	prononco
level	klare	Açıkça	clearly	grupo	alternativoj	prononco
level	alveni	varmak, almak	to arrive, to get	grupo	alternativoj	prononco
level	aldoni	eklemek	to add	grupo	alternativoj	prononco
level	vesti (sin)	(kendini) giyinmek, giyinmek	to dress (oneself), to put on	grupo	alternativoj	prononco
level	vosto	bir kuyruk	a tail	grupo	alternativoj	prononco
level	alporti	getirmek, getirmek	to bring, to fetch	grupo	alternativoj	prononco
level	vestiblo	bir lobi (elbiseyi çıkarmak), giriş holü, giriş holü	a lobby (putting dress off), entrance hall, vestibule	grupo	alternativoj	prononco
level	korno	korna, ötücü, klakson	a horn, hooter, klaxon	grupo	alternativoj	prononco
level	avara	açgözlü, açgözlü	greedy, avarious	grupo	alternativoj	prononco
level	ebla	mümkün, mümkün	possible, able	grupo	alternativoj	prononco
level	eble	belki, muhtemelen, belki	perhaps, possibly, maybe	grupo	alternativoj	prononco
level	balai	süpürüyor	to sweep	grupo	alternativoj	prononco
level	kompreneble	elbette (anlaşılır şekilde)	of course (understandably)	grupo	alternativoj	prononco
level	glitkuri	kaymak, kayarak koşmak	to skate, to sliding-run	grupo	alternativoj	prononco
level	sketi (glitkuri)	kaymak (buz pateni)	to skate (ice skating)	grupo	alternativoj	prononco
level	ŝvito	ter, ter, ter	sweat, a sweat, perspiration	grupo	alternativoj	prononco
level	nenies	kimsenin, hiç kimsenin	nobody's, no-one's	grupo	alternativoj	prononco
level	simili	benzer görünmek, benzemek	to look similar, to resemble	grupo	alternativoj	prononco
level	kameno	bir şömine, bir ocak	a fireplace, a hearth	grupo	alternativoj	prononco
level	portebla	taşınabilir	portable	grupo	alternativoj	prononco
level	memkomprenebla	elbette belli	evident, of course	grupo	alternativoj	prononco
level	prezidanto	bir başkan, bir başkan	a chairman, a president	grupo	alternativoj	prononco
level	pluraj	birçok	several	grupo	alternativoj	prononco
level	kongresnumero	bir kongrede kayıt numarası	a registering number in a congress	grupo	alternativoj	prononco
