C.fr content.tsv
Level	Esperanto	fr	en-us	Grupo	Alternativoj	Pronoco
level	kurioza	curieux	curious	grupo	alternativoj	prononco
level	hararo	cheveux (personne), pelage (animal)	hair (person), coat (animal)	grupo	alternativoj	prononco
level	naĝvesto	un maillot de bain, un maillot de bain	a swimming suit, a bathing costume	grupo	alternativoj	prononco
level	privata	privé	private	grupo	alternativoj	prononco
level	konsoli	consoler, réconforter	to console, to comfort	grupo	alternativoj	prononco
level	amatoro	un amateur	an amateur	grupo	alternativoj	prononco
level	ornami	décorer, orner	to decorate, to ornament	grupo	alternativoj	prononco
level	homaro	race humaine, humanité	human race, mankind	grupo	alternativoj	prononco
level	milda	doux, doux, lisse	mild, gentle, smooth	grupo	alternativoj	prononco
level	multekosta	cher	expensive	grupo	alternativoj	prononco
level	verŝi	verser, renverser	to pour, to spill	grupo	alternativoj	prononco
level	karesi	caresser, flatter, jeter	to caress, to flatter, to chuck	grupo	alternativoj	prononco
level	eksciti	exciter	to excite	grupo	alternativoj	prononco
level	poeto	un poëte	a poet	grupo	alternativoj	prononco
level	vortaro	un dictionnaire, un vocabulaire	a dictionary, a vocabulary	grupo	alternativoj	prononco
level	grundo	sol, sol	ground, soil	grupo	alternativoj	prononco
level	ŝpari	économiser, épargner, conserver pour une utilisation future	to save, to spare, to keep for future use	grupo	alternativoj	prononco
level	registro	inscription, enregistrement	registration, record	grupo	alternativoj	prononco
level	monujo	un porte-monnaie	a wallet	grupo	alternativoj	prononco
level	enlandano	un in-lander	an in-lander	grupo	alternativoj	prononco
level	konto	un compte	an account	grupo	alternativoj	prononco
level	origino	origine	origin	grupo	alternativoj	prononco
level	samideano	une personne avec la même idée, un camarade, un camarade de pensée	a person with same idea, a commrade, a fellow-thinker	grupo	alternativoj	prononco
level	oportuna	pratique, pratique, opportun	convenient, handy, opportune	grupo	alternativoj	prononco
level	minerala	minéral	mineral	grupo	alternativoj	prononco
level	lui	louer	to rent	grupo	alternativoj	prononco
level	policano	un policier, un policier (=policisto)	a policeman, a police officer (=policisto)	grupo	alternativoj	prononco
level	pajlo	une paille	a straw	grupo	alternativoj	prononco
level	lukso	luxe	luxury	grupo	alternativoj	prononco
level	mesaĝo	un message	a message	grupo	alternativoj	prononco
level	embaraso	embarras, perplexité	embarrassment, perplexity	grupo	alternativoj	prononco
level	memlerni	apprendre par soi-même	to learn by oneself	grupo	alternativoj	prononco
level	diveni	deviner	to guess	grupo	alternativoj	prononco
level	razilo	un rasoir	a razor	grupo	alternativoj	prononco
level	ŝirmi	abriter, protéger, faire écran, faire de l'ombre	to shelter, to shield, to screen, to shadow	grupo	alternativoj	prononco
level	sonĝi	rêver	to dream	grupo	alternativoj	prononco
level	injekti	injecter	to inject	grupo	alternativoj	prononco
level	malsaneta	faible, malade	weak, soft-illed	grupo	alternativoj	prononco
level	peki	pécher	to sin	grupo	alternativoj	prononco
level	fandi	fondre	to melt	grupo	alternativoj	prononco
level	malĝusta	Incorrect	incorrect	grupo	alternativoj	prononco
level	faldo	un pli	a fold	grupo	alternativoj	prononco
level	skulpti	sculpter, sculpter	to sculpture, to carve	grupo	alternativoj	prononco
level	roko	un rocher	a rock	grupo	alternativoj	prononco
level	malfrue	plus tard et retardé	later and delayed	grupo	alternativoj	prononco
level	statuo	une statue	a statue	grupo	alternativoj	prononco
level	sekundo	seconde, une seconde	second, a second	grupo	alternativoj	prononco
level	laŭdi	louer, trop fort, acclamer	to praise, to loud, to acclaim	grupo	alternativoj	prononco
level	luksa	luxueux	luxurious	grupo	alternativoj	prononco
level	deklivo	une pente, une acclivité, un flanc de colline	a slope, acclivity, a hillside	grupo	alternativoj	prononco
level	dekoracio	une décoration	a decoration	grupo	alternativoj	prononco
level	majstra	d'un maître, d'un maestro	of a master, of a maestro	grupo	alternativoj	prononco
level	pruno	un pruneau, une prune	a prune, a plum	grupo	alternativoj	prononco
level	prudenta	prudent, sage, sensé, raisonnable	prudent, wise, sensible, reasonable	grupo	alternativoj	prononco
level	murmuri	murmurer, marmonner	to murmur, to mutter	grupo	alternativoj	prononco
level	renversi	bouleverser, renverser, renverser, retourner	to upset, to overturn, to overthrow, to turn over	grupo	alternativoj	prononco
level	libereco	liberté	liberty	grupo	alternativoj	prononco
level	fortika	fortifié, durable, ferme, robuste	fortified, durable, firm, sturdy	grupo	alternativoj	prononco
level	vidinda	vaut la peine d'être vu	worth seeing	grupo	alternativoj	prononco
level	kuraĝe	courageusement	courageously	grupo	alternativoj	prononco
level	kora	de coeur	of heart	grupo	alternativoj	prononco
level	vidindaĵo	un spectacle à voir, un lieu touristique	a sight worth seeing, a sightseeing spot	grupo	alternativoj	prononco
level	skalo	échelle, une échelle	scale, a scale	grupo	alternativoj	prononco
level	amindumi	courtiser, courtiser	to woo, to court	grupo	alternativoj	prononco
level	dankinda	reconnaissant, appréciable	thankful, appreciatable	grupo	alternativoj	prononco
level	sterni	étaler, disposer	to spread out, to lay out	grupo	alternativoj	prononco
level	fidinda	fiable, digne de confiance	reliable, trustworthy	grupo	alternativoj	prononco
level	vadi	patauger, pagayer	to wade, to paddle	grupo	alternativoj	prononco
level	kongresejo	le lieu du congrès	the congress place	grupo	alternativoj	prononco
level	veŝto	un gilet, un gilet	a vest, a waistcoat	grupo	alternativoj	prononco
level	nomkarto	une carte de visite, une carte de visite	a name card, a business card	grupo	alternativoj	prononco
level	bildkarto	une carte postale illustrée	a picture postcard	grupo	alternativoj	prononco
level	makulo	une macule, une tache, une tache, une tache	a macule, a spot, a stain, a blot	grupo	alternativoj	prononco
level	kompatinda	déplorable, misérable, pitoyable, pauvre	deplorable, miserable, piteable, poor	grupo	alternativoj	prononco
level	poŝtkarto	une carte postale	a postcard	grupo	alternativoj	prononco
level	halo	un hall	a hall	grupo	alternativoj	prononco
level	urĝi	exhorter, se dépêcher	to urge, to hurry	grupo	alternativoj	prononco
level	plenumi	accomplir, accomplir	to accomplish, to fulfill	grupo	alternativoj	prononco
level	kreditkarto	Une carte de crédit	a credit card	grupo	alternativoj	prononco
level	iomete	un peu, quelques	a little, a few	grupo	alternativoj	prononco
level	kaĝo	une cage	a cage	grupo	alternativoj	prononco
level	haki	hacher, hacher, couper	to chop, to hack, to cut	grupo	alternativoj	prononco
level	dezerto	un désert, une nature sauvage	a desert, wilderness	grupo	alternativoj	prononco
level	humila	humble	humble	grupo	alternativoj	prononco
level	pipo	un tuyau	a pipe	grupo	alternativoj	prononco
level	gumo	une gomme, une gomme, un caoutchouc	gum, an eraser, a rubber	grupo	alternativoj	prononco
level	fakte	En fait	in fact	grupo	alternativoj	prononco
level	persiko	une pêche, une nectarine	a peach, nectarine	grupo	alternativoj	prononco
level	vulkano	un volcan	a volcano	grupo	alternativoj	prononco
level	estro	un patron, un chef	a boss, a chief	grupo	alternativoj	prononco
level	delegi	déléguer	to delegate	grupo	alternativoj	prononco
level	blinda	aveugle	blind	grupo	alternativoj	prononco
level	fianĉo	un fiancé, un fiancé	a fiance, a fiancé	grupo	alternativoj	prononco
level	elektromotoro	un moteur électrique	an electric motor	grupo	alternativoj	prononco
level	kroĉi	accrocher, concaténer	to hook, to concatenate	grupo	alternativoj	prononco
level	ekveturi	pour commencer à conduire	to start off driving	grupo	alternativoj	prononco
level	ĉiel	dans tous les sens	in every way	grupo	alternativoj	prononco
level	klera	instruit, cultivé	educated, cultured	grupo	alternativoj	prononco
level	dolaro	un dollar	a dollar	grupo	alternativoj	prononco
level	fajfi	siffler	to whistle	grupo	alternativoj	prononco
level	duone	à moitié	in half	grupo	alternativoj	prononco
level	glata	lisse, lisse	smooth, slick	grupo	alternativoj	prononco
level	vomi	vomir	to vomit	grupo	alternativoj	prononco
level	difekti	endommager, détériorer, gâcher, blesser	to damage, to impair, to spoil, to injure	grupo	alternativoj	prononco
level	ĝemi	gémir, gémir	to groan, to moan	grupo	alternativoj	prononco
level	devo	un devoir	a duty	grupo	alternativoj	prononco
level	heziti	hésiter	to hesitate	grupo	alternativoj	prononco
level	dekstre	à droite	at right	grupo	alternativoj	prononco
level	velo	un voilier	a sail	grupo	alternativoj	prononco
level	muta	silencieux, muet, muet	silent, mute, dumb	grupo	alternativoj	prononco
level	tiel A kiel B	tel A que B	such A as B	grupo	alternativoj	prononco
level	ĉifono	un chiffon, un lambeau, un morceau	a rag, a tatter, a scrap	grupo	alternativoj	prononco
level	danko	merci, appréciation	thank, appreciation	grupo	alternativoj	prononco
level	kaj tiel plu (k.t.p.)	et ainsi de suite, et ainsi de suite, etc.	and so on, et cetra, e.t.c.	grupo	alternativoj	prononco
level	flamo	une flamme	a flame	grupo	alternativoj	prononco
level	ajlo	un ail	a garlic	grupo	alternativoj	prononco
level	pala	pâle	pale	grupo	alternativoj	prononco
level	danco	une dance	a dance	grupo	alternativoj	prononco
level	kamarado	un camarade, un compagnon, un copain, un copain	a comrade, a companion, a buddy, a pal	grupo	alternativoj	prononco
level	k.t.p (ktp)	etc.	etc	grupo	alternativoj	prononco
level	kokoso	une noix de cacao	a cocoa nut	grupo	alternativoj	prononco
level	mastrino	une propriétaire, une maîtresse, une (femme) propriétaire	a landlady, a mistriss, a (female) owner	grupo	alternativoj	prononco
level	bero	une baie	a berry	grupo	alternativoj	prononco
level	humoro	un humour	a humour	grupo	alternativoj	prononco
level	bonveno	un accueil	a welcome	grupo	alternativoj	prononco
level	alilandano	un étranger (=eksterlandano)	a foreigner (=eksterlandano)	grupo	alternativoj	prononco
level	sonoro	un son résonant	a resonant sound	grupo	alternativoj	prononco
level	lastatempe	récemment dernièrement	recently, lately	grupo	alternativoj	prononco
level	bele	magnifiquement	beautifully	grupo	alternativoj	prononco
level	karaktero	un caractère, une nature, une personnalité	a character, a nature, a personality	grupo	alternativoj	prononco
level	moro	coutume générale, conduite habituelle, mœurs	general custom, habitual conduct, mores	grupo	alternativoj	prononco
level	libero	la liberté, une liberté	liberty, a freedom	grupo	alternativoj	prononco
level	lama	boiteux, faible, boiteux	lame, feeble, hobbling	grupo	alternativoj	prononco
level	ĉielarko	un arc-en-ciel	a rainbow	grupo	alternativoj	prononco
level	adiaŭi	dire adieu, dire au revoir	to bid adieu, to say goodbye	grupo	alternativoj	prononco
level	biblioteko	une bibliothèque	a library	grupo	alternativoj	prononco
level	antikva	antique, ancien	antique, ancient	grupo	alternativoj	prononco
level	societo	une petite société	a small society	grupo	alternativoj	prononco
level	antaŭ-hieraŭ	avant-hier, avant-hier	before yesterday, the day before yesterday	grupo	alternativoj	prononco
level	abio	un sapin	a fir	grupo	alternativoj	prononco
level	kuniklo	un lapin, un lapin	a rabbit, a coney	grupo	alternativoj	prononco
level	biliono	un milliard, un billion	a billion, a trillion	grupo	alternativoj	prononco
level	etaĝo	étage, étage (d'un immeuble)	floor, story (of a building)	grupo	alternativoj	prononco
level	konsilo	un conseil, un conseil	an advice, a counsel	grupo	alternativoj	prononco
level	lekcio	une lecon	a lecture	grupo	alternativoj	prononco
level	aventuro	une aventure	an adventure	grupo	alternativoj	prononco
level	enua	ennuyeuse ennuyé	boring, bored	grupo	alternativoj	prononco
level	grimpi	escalader	to climb	grupo	alternativoj	prononco
level	cerbumi	faire la fête, se creuser la tête, s'interroger	to cerebrate, to rack one's brains, to puzzle over	grupo	alternativoj	prononco
level	aminda	aimable	amiable	grupo	alternativoj	prononco
level	vero	une vérité	a truth	grupo	alternativoj	prononco
level	mordi	mordre	to bite	grupo	alternativoj	prononco
level	tondri	tonner	to thunder	grupo	alternativoj	prononco
level	kurbo	une courbe	a curve	grupo	alternativoj	prononco
level	nuda	nu, nu, nu	naked, bare, nude	grupo	alternativoj	prononco
level	marmelado	une marmelade, une confiture	a marmelade, a jam	grupo	alternativoj	prononco
level	verda stelo	une étoile verte	a green star	grupo	alternativoj	prononco
level	alveno	une arrivée	an arrival	grupo	alternativoj	prononco
level	piedpilko	un ballon de football, un football (=futbalo)	a football, a soccer (=futbalo)	grupo	alternativoj	prononco
level	kruda	brut, naturel, brut	crude, natural, raw	grupo	alternativoj	prononco
level	enlitiĝi	aller au lit	to go to bed	grupo	alternativoj	prononco
level	toleri	tolérer, endurer, supporter	to tolerate, to endure, to put up with	grupo	alternativoj	prononco
level	gracia	gracieux	graceful	grupo	alternativoj	prononco
level	ankoraŭ unu	encore un autre	yet another one	grupo	alternativoj	prononco
level	kiso	un bisou	a kiss	grupo	alternativoj	prononco
level	agrable	agréablement, agréablement, gentiment	pleasantly, agreeablely, nicely	grupo	alternativoj	prononco
level	zono	une ceinture, une zone	a belt, a zone	grupo	alternativoj	prononco
level	tubo	un tube	a tube	grupo	alternativoj	prononco
level	teamo	une équipe	a team	grupo	alternativoj	prononco
level	acida	acide, acide, aigre, acerbe	acid, acidic, sour, acerbic	grupo	alternativoj	prononco
level	helikoptero	un Hélicoptère	a helicopter	grupo	alternativoj	prononco
level	enui	être ennuyé	to be bored	grupo	alternativoj	prononco
level	sincera	sincère	sincere	grupo	alternativoj	prononco
level	unuiĝi	s'unir, se joindre, fusionner, s'unir	to get united, to join, to coalesce, to unite	grupo	alternativoj	prononco
level	unuope	un à la fois	one at a time	grupo	alternativoj	prononco
level	burĝo	bourgeois, citoyen de la classe moyenne	bourgeois, middleclass citizen	grupo	alternativoj	prononco
level	ĉirkaŭaĵo	environs, quartier	surroundings, neighbourhood	grupo	alternativoj	prononco
level	gluo	une colle	a glue	grupo	alternativoj	prononco
level	UN (Unuiĝintaj Nacioj)	Les Nations Unies	United Nations	grupo	alternativoj	prononco
level	bulo	balle, morceau, motte, morceau	ball, a lump, a clod, a chunk	grupo	alternativoj	prononco
level	boto	une botte	a boot	grupo	alternativoj	prononco
level	ĉirkaŭbarilo	une enceinte, une barrière	an enclosure, a barrier	grupo	alternativoj	prononco
level	t.n. (tiel nomata)	soi-disant	so called	grupo	alternativoj	prononco
level	diligenta	appliqué, travailleur	deligent, industrious	grupo	alternativoj	prononco
level	s-ro (sinjoro)	M.	Mr.	grupo	alternativoj	prononco
level	ties	de ça, de cette personne, celle-là est	of that, of that person, that one's	grupo	alternativoj	prononco
level	sekretario	une secrétaire	a secretary	grupo	alternativoj	prononco
level	absorbi	absorber	to absorb	grupo	alternativoj	prononco
level	ruza	rusé, sournois	cunning, sly	grupo	alternativoj	prononco
