B.ur content.tsv
Level	Esperanto	ur	en-us	Grupo	Alternativoj	Pronoco
level	reĝisoro de la kongresa temo	کانگریس تھیم کے ڈائریکٹر	director of the congress theme	grupo	alternativoj	prononco
level	rektoro de IKU (Internacia Kongresa Universitato)	IKU (انٹرنیشنل کانگریس یونیورسٹی) کے ریکٹر	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	ہیلتھ انشورنس اور ٹریول انشورنس	health insurance and travel insurance	grupo	alternativoj	prononco
level	dokumentoj kaj vizoj	دستاویزات اور ویزا	documents and visas	grupo	alternativoj	prononco
level	valida identigilo	ایک درست ID	a valid ID	grupo	alternativoj	prononco
level	pasporto valida	ایک درست پاسپورٹ	a valid passport	grupo	alternativoj	prononco
level	reguloj pri viz-donado	ویزا جاری کرنے کے قوانین	visa-issuance rules	grupo	alternativoj	prononco
level	akiro de vizo	ویزا حاصل کرنا	obtaining a visa	grupo	alternativoj	prononco
level	CO (centra oficejo) de UEA (Universala Esperanto Asocio)	CO (مرکزی دفتر) UEA (یونیورسل ایسپرانٹو ایسوسی ایشن)	CO (central office) of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	elŝuti la oficialan konfirmilon (invitilon)	سرکاری تصدیقی خط (دعوت نامہ) ڈاؤن لوڈ کرنے کے لیے	to download the official confirmation letter (invitation letter)	grupo	alternativoj	prononco
level	uzante la mendilon	آرڈر فارم کا استعمال کرتے ہوئے	using the order form	grupo	alternativoj	prononco
level	al la viz-dona instanco	ویزا جاری کرنے والی اتھارٹی کو	to the visa issuing authority	grupo	alternativoj	prononco
level	la oficiala kongres-daŭro	سرکاری کانگریس کی مدت	the official congress duration	grupo	alternativoj	prononco
level	mendis loĝadon pere de UEA (Universala Esperanto Asocio)	UEA (یونیورسل ایسپرانٹو ایسوسی ایشن) کے ذریعے رہائش کی بکنگ	booked accommodation through UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	informi pri eventualaj ŝanĝoj	ممکنہ تبدیلیوں کے بارے میں مطلع کرنے کے لیے	to inform about possible changes	grupo	alternativoj	prononco
level	akiri vojaĝan asekuron	سفری انشورنس حاصل کرنے کے لیے	to get travel insurance	grupo	alternativoj	prononco
level	krom la nuligon de la vojaĝo	سوائے سفر کی منسوخی کے	except for the cancellation of the trip	grupo	alternativoj	prononco
level	asekuro kovras san-traktadon	انشورنس صحت کے علاج کا احاطہ کرتا ہے۔	insurance covers health treatment	grupo	alternativoj	prononco
level	kaze de la akcidentoj	حادثات کی صورت میں	in case of the accidents	grupo	alternativoj	prononco
level	deponi la valizojn	سوٹ کیسز جمع کرنے کے لیے	to deposit the suitcases	grupo	alternativoj	prononco
level	internacia flug-haveno	بین الاقوامی ہوائی اڈے	international airport	grupo	alternativoj	prononco
level	iri buse aŭ taksie aŭ aŭtomobile	بس یا ٹیکسی یا کار سے جانا	to go by bus or taxi or car	grupo	alternativoj	prononco
level	la veturo daŭras ĉirkaŭ 40 minutojn	سواری میں تقریباً 40 منٹ لگتے ہیں۔	the ride takes about 40 minutes	grupo	alternativoj	prononco
level	utiligi metroon ĝis la bus-haltejo	بس اسٹاپ تک سب وے استعمال کرنے کے لیے	to use the subway to the bus stop	grupo	alternativoj	prononco
level	ankaŭ alteriĝis en alia flug-haveno	دوسرے ہوائی اڈے پر بھی اترے۔	also landed at another airport	grupo	alternativoj	prononco
level	por kongres-rilataj aferoj	کانگریس سے متعلقہ معاملات کے لیے	for congress-related matters	grupo	alternativoj	prononco
level	oficiala mon-unuo estas eŭro	سرکاری کرنسی یورو ہے۔	official currency is euro	grupo	alternativoj	prononco
level	vendejo akceptas kredit-kartojn	اسٹور کریڈٹ کارڈ قبول کرتا ہے۔	store accepts credit cards	grupo	alternativoj	prononco
level	je ordinara kurzo	عام شرح تبادلہ پر	at ordinary exchange rate	grupo	alternativoj	prononco
level	agnoskita kiel oficiala lingvo	سرکاری زبان کے طور پر تسلیم کیا جاتا ہے۔	recognized as an official language	grupo	alternativoj	prononco
level	kran-akvo estas trinkebla	نل کا پانی پینے کے قابل ہے	tap water is drinkable	grupo	alternativoj	prononco
level	aĉeti mineralan akvon kun-gasan	گیس کے ساتھ منرل واٹر خریدیں۔	to buy mineral water with gas	grupo	alternativoj	prononco
level	trinkmono aprezata sed ne deviga	ٹپ کی تعریف کی لیکن ضرورت نہیں	tip appreciated but not required	grupo	alternativoj	prononco
level	urba transportilo	شہر کی نقل و حمل	city transport	grupo	alternativoj	prononco
level	aĉetebla ĉe aŭtomata giĉeto de haltejo	بس اسٹاپ کے خودکار ٹکٹ باکس سے خریدا جا سکتا ہے۔	can be purchased at a bus stop's automatic ticket box	grupo	alternativoj	prononco
level	informa budo en kongresejo	کنونشن کی جگہ پر معلوماتی بوتھ	information booth in convention place	grupo	alternativoj	prononco
level	programo de la Kleriga Lundo	روشن خیالی کا پروگرام پیر	program of the Enlightenment Monday	grupo	alternativoj	prononco
level	movada foiro	تحریک منصفانہ	movement fair	grupo	alternativoj	prononco
level	Ekumena Diservo	ایکومینیکل سروس	Ecumenical Service	grupo	alternativoj	prononco
level	Kongresa Balo	کانگریس کی گیند	Congressional Ball	grupo	alternativoj	prononco
level	Estraro Respondas	بورڈ آف ڈائریکٹرز کا جواب	Board of Directors Responds	grupo	alternativoj	prononco
level	faka kunsido	ماہر اجلاس	specialist meeting	grupo	alternativoj	prononco
level	kongresa aŭkcio	کنونشن نیلامی	convention auction	grupo	alternativoj	prononco
level	komitato de UEA (Universala Esperanto Asocio)	UEA کی کمیٹی (یونیورسل ایسپرانٹو ایسوسی ایشن)	committee of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	registrita kongresano	رجسٹرڈ کانگریس شریک	registered congress participant	grupo	alternativoj	prononco
level	aliĝilo kun kongresa numero	کانگریس نمبر کے ساتھ رجسٹریشن فارم	registration form with congress number	grupo	alternativoj	prononco
level	liveri ĉiujn servojn laŭ dua bulteno	دوسرے نیوز لیٹر کی طرح تمام خدمات فراہم کرنا	to deliver all services as in the second newsletter	grupo	alternativoj	prononco
level	hazarda kunloĝigo de nekonatoj	اجنبیوں کا بے ترتیب کمرے کا اشتراک	random room sharing of strangers	grupo	alternativoj	prononco
level	disponigas nur al anticipaj konsentitoj	صرف پیشگی رضامندوں کے لیے دستیاب ہے۔	available only to advance consenters	grupo	alternativoj	prononco
level	krom se aliloke indikite	جب تک کہ دوسری جگہ اشارہ نہ کیا جائے۔	unless indicated in other place	grupo	alternativoj	prononco
level	ekskursojn akompanos gvidanto	دورے ایک گائیڈ کے ساتھ ہوں گے۔	tours will be accompanied by a guide	grupo	alternativoj	prononco
