A.ne content.tsv
Level	Esperanto	ne	en-us	Grupo	Alternativoj	Pronoco
level	post la unuaj vortoj de la policano	प्रहरीको पहिलो शब्द पछि	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	अधिक ~ अधिक ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	लामो समय राम्रो	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	जतिसुकै भए पनि	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	एक चौथाई घण्टा अघि	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	तिनीहरू फर्किए	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	भयानक दुर्भाग्य पछि	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	मानिसहरू छोडे	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	अनि पुराना सहरहरू टुक्रिए	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	हामीले तपाईलाई फेरि भेट्नु पर्छ	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	धेरै पटक	the more often	grupo	alternativoj	prononco
level	mi pripensas	म साेच्दै छु	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	म जति क्रोधित छु	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	उनी ~ मा बस्छिन्	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	कुनै पनि घरमा	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	के हामी एकअर्कालाई फेरि भेट्नेछौं?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	जहाँ र जहिले पनि	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	म कहिले फर्कन्छु ~?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	अन्य आधा पुस्तकहरू	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	के तपाईलाई आवश्यक छ ~?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	एक चौथाई भन्दा बढी वर्ष चाहिन्छ	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	ती कामहरूको लागि	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	किन छ ~ ?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	चिसो	the colder	grupo	alternativoj	prononco
level	ju pli longe	लामो	the longer	grupo	alternativoj	prononco
level	ni atendas ~	हामी पर्खिरहेका छौं ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	के तपाई सन्तुष्ट हुनुहुन्छ ~?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	कुनै पनि मानिस संग	with any man	grupo	alternativoj	prononco
