C.pt content.tsv
Level	Esperanto	pt	en-us	Grupo	Alternativoj	Pronoco
level	gaso	gás	gas	grupo	alternativoj	prononco
level	fervora	sério, ansioso, fervoroso, apaixonado	earnest, eager, fervent, impassioned	grupo	alternativoj	prononco
level	diablo	um demônio	a devil	grupo	alternativoj	prononco
level	densa	denso, espesso, concentrado	dense, thick, concentrated	grupo	alternativoj	prononco
level	stranga	estranho, estranho, peculiar	strange, odd, peculiar	grupo	alternativoj	prononco
level	savi	salvar, resgatar	to save, to rescue	grupo	alternativoj	prononco
level	vico	turno, um turno (em uma sequência)	turn, a turn (in a sequence)	grupo	alternativoj	prononco
level	kilometro	um quilômetro	a kilometer	grupo	alternativoj	prononco
level	puni	punir	to punish	grupo	alternativoj	prononco
level	prunto	um emprestimo	a loan	grupo	alternativoj	prononco
level	planto	planta, uma planta	plant, a plant	grupo	alternativoj	prononco
level	praktiko	prática, uma prática	practice, a practice	grupo	alternativoj	prononco
level	kune	junto	together	grupo	alternativoj	prononco
level	temperaturo	temperatura	temperature	grupo	alternativoj	prononco
level	nepo	um neto	a grandson	grupo	alternativoj	prononco
level	kunveni	convocar, reunir, reunir	to convene, to gather, to meet	grupo	alternativoj	prononco
level	tono	um tom	a tone	grupo	alternativoj	prononco
level	plata	plano	flat	grupo	alternativoj	prononco
level	ekskursi	fazer uma excursão, fazer um piquenique, passear	to excurse, to go on a picnic, to jaunt	grupo	alternativoj	prononco
level	ripari	reparar, consertar	to repair, to fix	grupo	alternativoj	prononco
level	dramo	um drama	a drama	grupo	alternativoj	prononco
level	sovaĝa	selvagem, selvagem	savage, wild	grupo	alternativoj	prononco
level	progresi	para progredir	to progress	grupo	alternativoj	prononco
level	sonĝo	um sonho	a dream	grupo	alternativoj	prononco
level	legomo	um vegetal	a vegetable	grupo	alternativoj	prononco
level	proksimuma	aproximado	approximate	grupo	alternativoj	prononco
level	mapo	um mapa	a map	grupo	alternativoj	prononco
level	foje (iu foje)	às vezes (algumas vezes)	sometimes (some times)	grupo	alternativoj	prononco
level	aŭtoritato	uma autoridade	an authority	grupo	alternativoj	prononco
level	distribui	distribuir	to distribute	grupo	alternativoj	prononco
level	distingi	distinguir	to distinguish	grupo	alternativoj	prononco
level	speciala	especial	special	grupo	alternativoj	prononco
level	boli	ferver	to boil	grupo	alternativoj	prononco
level	osto	um osso	a bone	grupo	alternativoj	prononco
level	rekomendi	recomendar	to recommend	grupo	alternativoj	prononco
level	postmorgaŭ	o dia Depois de Amanhã	the day after tomorrow	grupo	alternativoj	prononco
level	komplezi	obrigar, ser gentil, fazer um favor	to oblige, to be kind as to, to do a favor	grupo	alternativoj	prononco
level	ĝentila	gentil, educado, cortês, bem-educado	gentle, polite, courteous, well-mannered	grupo	alternativoj	prononco
level	komforta	confortável	comfortable	grupo	alternativoj	prononco
level	strio	uma faixa, um raio	a stripe, a ray	grupo	alternativoj	prononco
level	tolo	uma tela, um pano, um linho	a canvas, a cloth, a linen	grupo	alternativoj	prononco
level	ŝnuro	uma corda, um acorde, uma corda	a rope, a chord, a string	grupo	alternativoj	prononco
level	imperio	um império	an empire	grupo	alternativoj	prononco
level	ĉemizo	uma camisa	a shirt	grupo	alternativoj	prononco
level	anaso	um pato	a duck	grupo	alternativoj	prononco
level	organo	um órgão, uma crítica, um boletim oficial	an organ, a review, an official bulletin	grupo	alternativoj	prononco
level	longe	muito, por muito tempo	long, for a long time	grupo	alternativoj	prononco
level	biskvito	um biscoito, um biscoito, um biscoito	a biscuit, a cookie, a cracker	grupo	alternativoj	prononco
level	panjo	mãe, uma mãe, mamãe	mom, a mom, mommy	grupo	alternativoj	prononco
level	paĉjo	pai, um pai, papai	dad, a dad, daddy	grupo	alternativoj	prononco
level	mendi	encomendar, reservar	to order, to book	grupo	alternativoj	prononco
level	lingva	linguística	linguistic	grupo	alternativoj	prononco
level	biciklo	uma bicicleta, uma bicicleta	a bike, a bicycle	grupo	alternativoj	prononco
level	imiti	imitar	to imitate	grupo	alternativoj	prononco
level	abelo	uma abelha	a bee	grupo	alternativoj	prononco
level	konfidi	confiar, confiar	to confide, to entrust	grupo	alternativoj	prononco
level	ferio (feria tago)	feriado, um feriado (=libertago)	holiday, a holiday (=libertago)	grupo	alternativoj	prononco
level	kisi	beijar	to kiss	grupo	alternativoj	prononco
level	nokte	à noite, à noite, à noite	at night, night-time, by night	grupo	alternativoj	prononco
level	transdoni	ceder, transferir, entregar	to give over, to transfer, to hand over	grupo	alternativoj	prononco
level	litero	um personagem, uma carta	a character, a letter	grupo	alternativoj	prononco
level	maŝino	uma máquina	a machine	grupo	alternativoj	prononco
level	haveno	um porto, um porto	a harbor, a port	grupo	alternativoj	prononco
level	graso	graxa, gordura	grease, fat	grupo	alternativoj	prononco
level	klopodi	esforçar-se, tentar, apontar, empreender	to endeavor, to attempt, to aim, to undertake	grupo	alternativoj	prononco
level	ŝanco	uma chance, uma oportunidade	a chance, an opportunity	grupo	alternativoj	prononco
level	ŝiri	rasgar, rasgar	to tear, to rip	grupo	alternativoj	prononco
level	mantelo	um casaco, um manteau, uma capa	a coat, a manteau, a cloak	grupo	alternativoj	prononco
level	programo	um programa	a program	grupo	alternativoj	prononco
level	volvi	embrulhar, enrolar, enrolar, enrolar	to wrap, to roll, to wind, to roll up	grupo	alternativoj	prononco
level	prunte	por empréstimo	on loan	grupo	alternativoj	prononco
level	naskiĝtago	um aniversário	a birthday	grupo	alternativoj	prononco
level	karbo	carvão	coal	grupo	alternativoj	prononco
level	proponi	propor, oferecer	to propose, to offer	grupo	alternativoj	prononco
level	muzeo	um museu	a museum	grupo	alternativoj	prononco
level	metalo	metal, um metal	metal, a metal	grupo	alternativoj	prononco
level	streĉi	esticar, apertar	to strech, to tighten	grupo	alternativoj	prononco
level	gustumi	provar, provar	to taste, to sample	grupo	alternativoj	prononco
level	atenti	cuidar, prestar atenção, estar atento	to take care, to pay attention, to watch out for	grupo	alternativoj	prononco
level	presi	imprimir	to print	grupo	alternativoj	prononco
level	tabulo	uma tábua, uma prancha, um tablet	a board, a plank, a tablette	grupo	alternativoj	prononco
level	tute	totalmente, completamente, inteiramente	totally, completely, entirely	grupo	alternativoj	prononco
level	serio	uma série	a series	grupo	alternativoj	prononco
level	universitato	uma universidade	a university	grupo	alternativoj	prononco
level	situacio	uma situação, circunstâncias, uma condição	a situation, circumstances, a condition	grupo	alternativoj	prononco
level	paro	um par, um casal	a pair, a couple	grupo	alternativoj	prononco
level	metio	artesanato, artesanato	craft, handicraft	grupo	alternativoj	prononco
level	meblo	um móvel	a piece of furniture	grupo	alternativoj	prononco
level	oleo	óleo, um óleo	oil, an oil	grupo	alternativoj	prononco
level	scivola	curioso, curioso	curious, inquisitive	grupo	alternativoj	prononco
level	ĉu ne?	não é? não são?	isn't it? aren't they?	grupo	alternativoj	prononco
level	nepra	essencial, absolutamente necessário	essential, absolutely necessary	grupo	alternativoj	prononco
level	kapabli	ser capaz de, ser capaz de	to be able to, to be capable of	grupo	alternativoj	prononco
level	ŝranko	um armário, um armário, um armário, um aparador	a locker, a cupboard, a closet, a sideboard	grupo	alternativoj	prononco
level	po ~	por, à taxa de, por	per, at the rate of, by	grupo	alternativoj	prononco
level	direktoro	um diretor, um gerente	a director, a manager	grupo	alternativoj	prononco
level	ve!	Infelizmente!	Alas!	grupo	alternativoj	prononco
level	eviti	evitar, fugir	to avoid, to evade	grupo	alternativoj	prononco
level	posedi	possuir, possuir	to possess, to own	grupo	alternativoj	prononco
level	rubriko	um título, uma seção, uma rubrica, uma coluna	a heading, a section, a rubric, a column	grupo	alternativoj	prononco
level	krimo	um crime	a crime	grupo	alternativoj	prononco
level	akiri	adquirir, alcançar, obter, conseguir	to acquire, to attain, to obtain, to get	grupo	alternativoj	prononco
level	fuŝi	bagunçar, bagunçar, estragar, estragar tudo	to mess, to bungle, to botch, to screw up	grupo	alternativoj	prononco
level	virino	uma mulher	a woman	grupo	alternativoj	prononco
level	viŝi	limpar, apagar, apagar	to wipe, to delete, ti wipe off	grupo	alternativoj	prononco
level	flanke	ao lado	at the side	grupo	alternativoj	prononco
level	oferti	propor, licitar, fazer uma oferta, oferecer	to propose, to bid, to make an offer of, to offer	grupo	alternativoj	prononco
level	muŝo	uma mosca (inseto)	a fly (insect)	grupo	alternativoj	prononco
level	subite	de repente, de repente	suddenly, all of a sudden	grupo	alternativoj	prononco
level	spegulo	um espelho, um espelho	a mirror, a looking glass	grupo	alternativoj	prononco
level	taŭga	adequado	suitable	grupo	alternativoj	prononco
level	neniel	de forma alguma, de forma alguma, de jeito nenhum	in no way, by no means, not at all	grupo	alternativoj	prononco
level	persona	pessoal	personal	grupo	alternativoj	prononco
level	rado	uma roda	a wheel	grupo	alternativoj	prononco
level	najbaro	um vizinho	a neighbor	grupo	alternativoj	prononco
level	tremi	tremer, estremecer, estremecer	to tremble, to quiver, to shiver	grupo	alternativoj	prononco
level	familia ĉambro	um quarto familiar, uma sala de estar	a family room, a living room	grupo	alternativoj	prononco
level	poto	uma panela, um jarro	a pot, a jug	grupo	alternativoj	prononco
level	pasigi	gastar, passar	to spend, to pass	grupo	alternativoj	prononco
level	akompani	acompanhar	to accompany	grupo	alternativoj	prononco
level	noto	uma nota, nota (escolar), nota	a note, (school) grade, mark	grupo	alternativoj	prononco
level	brovo	uma sobrancelha	an eyebrow	grupo	alternativoj	prononco
level	infanĉambro	um quarto de criança	a child room	grupo	alternativoj	prononco
level	vigla	animado, rápido	animated, brisk	grupo	alternativoj	prononco
level	simio	um macaco	a monkey	grupo	alternativoj	prononco
level	pilko	uma bola	a ball	grupo	alternativoj	prononco
level	konscii	estar consciente, estar consciente de	to be concious, to be aware of	grupo	alternativoj	prononco
level	honoro	honra, uma honra	honor, an honour	grupo	alternativoj	prononco
level	inaŭguro	inauguração, uma inauguração	inauguration, an inauguration	grupo	alternativoj	prononco
level	bebo	um bebê	a baby	grupo	alternativoj	prononco
level	rajti	ser permitido, ter o direito de	to be allowed, to have the right to	grupo	alternativoj	prononco
level	apetito	um apetite	an appetite	grupo	alternativoj	prononco
level	klubo	um clube, uma sociedade	a club, a society	grupo	alternativoj	prononco
level	soifi	ter sede, estar com sede	to thirst, to be thirsty	grupo	alternativoj	prononco
level	muso	um rato	a mouse	grupo	alternativoj	prononco
level	nevo	um sobrinho	a nephew	grupo	alternativoj	prononco
level	vespermanĝo	um jantar, uma ceia, jantar	a dinner, a supper, evening meal	grupo	alternativoj	prononco
level	matene	pela manhã	in the morning	grupo	alternativoj	prononco
level	trompi	enganar, enganar	to deceive, to cheat	grupo	alternativoj	prononco
level	farmi	cultivar, arrendar uma fazenda	to farm, to lease a farm	grupo	alternativoj	prononco
level	cifero	dígito, um dígito, cifra, uma figura	digit, a digit, cipher, a figure	grupo	alternativoj	prononco
level	honesta	honesto	honest	grupo	alternativoj	prononco
level	tagmezo	meio-dia, meio-dia	noon, midday	grupo	alternativoj	prononco
level	romano	um romance	a novel	grupo	alternativoj	prononco
level	rato	um rato	a rat	grupo	alternativoj	prononco
level	antaŭtagmeze	antes do meio-dia (de manhã)	before noon (in the morning)	grupo	alternativoj	prononco
level	fosi	cavar, arrancar, pá	to dig, to grub, to spade	grupo	alternativoj	prononco
level	foso	um poço, poste	a pit, pole	grupo	alternativoj	prononco
level	posttagmeze	a tarde	in the afternoon	grupo	alternativoj	prononco
level	fiera	orgulhoso	proud	grupo	alternativoj	prononco
level	bari	barrar, obstruir	to bar, to obstruct	grupo	alternativoj	prononco
level	oscedi	bocejar	to yawn	grupo	alternativoj	prononco
level	poento	um ponto, uma corrida	a point, a run	grupo	alternativoj	prononco
level	minaci	minar, ameaçar, intimidar, ameaçar	to minace, to threaten, to intimidate, to menace	grupo	alternativoj	prononco
level	armo	armas, arsenal	arms, armory	grupo	alternativoj	prononco
level	parenco	parente, um parente, um parente	relative, a relative, a kinsman	grupo	alternativoj	prononco
level	rikolti	colher, colher, colher	to harvest, to reap, to garner	grupo	alternativoj	prononco
level	duŝo	chuveiro, um chuveiro	shower, a shower	grupo	alternativoj	prononco
level	mueli	moer	to grind	grupo	alternativoj	prononco
level	fabelo	um conto de fadas, uma história para dormir	a fairy tale, a bedtime story	grupo	alternativoj	prononco
level	publika	público, aberto ao público	public, open to public	grupo	alternativoj	prononco
level	baro	uma barreira, uma obstrução	a barrier, an obstruction	grupo	alternativoj	prononco
level	kubuto	um cotovelo	an elbow	grupo	alternativoj	prononco
level	flughaveno	um aeroporto	an airport	grupo	alternativoj	prononco
level	spico	um tempero	a spice	grupo	alternativoj	prononco
level	kubo	um cubo, um dado	a cube, a dice	grupo	alternativoj	prononco
level	transirejo	um cruzamento, uma encruzilhada	a crossing, a crossway	grupo	alternativoj	prononco
level	lastanokte	(em) ontem à noite	(at) last night	grupo	alternativoj	prononco
level	pafi	atirar, disparar	to shoot, to fire	grupo	alternativoj	prononco
level	aprobi	aprovar	to approve	grupo	alternativoj	prononco
level	kutime	normalmente, normalmente	ordinarily, usually	grupo	alternativoj	prononco
level	reala	real	real	grupo	alternativoj	prononco
level	kolekti	coletar	to collect	grupo	alternativoj	prononco
level	okulvitroj	óculos, óculos, óculos	eye-glasses, spectacles, glasses	grupo	alternativoj	prononco
level	rolo	papel, um papel, uma parte	role, a role, a part	grupo	alternativoj	prononco
level	rifuzi	recusar	to refuse	grupo	alternativoj	prononco
level	riproĉi	censurar, repreender, repreender, repreender	to reproach, to reprimand, to rebuke, to scold	grupo	alternativoj	prononco
level	fakturo	uma fatura, uma conta	an invoice, a bill	grupo	alternativoj	prononco
level	sun-floro	uma flor de sol	a sun-flower	grupo	alternativoj	prononco
level	peli	impulsionar, dirigir, perseguir, impelir	to propel, to drive, to chase, to impel	grupo	alternativoj	prononco
level	bluzo	uma blusa	a blouse	grupo	alternativoj	prononco
level	ĉial	por todos os motivos	for every reason	grupo	alternativoj	prononco
level	pluvi	chover	to rain	grupo	alternativoj	prononco
level	deserto	uma sobremesa, um depois	a dessert, an afters	grupo	alternativoj	prononco
level	regno	um reino, um reino	a kingdom, a realm	grupo	alternativoj	prononco
level	bedaŭrinda	lamentável, deplorável	regrettable, deplorable	grupo	alternativoj	prononco
level	nenial	sem motivo, não por qualquer motivo	for no reason, not for any reason	grupo	alternativoj	prononco
