C.fa content.tsv
Level	Esperanto	fa	en-us	Grupo	Alternativoj	Pronoco
level	peli	رانده کردن، راندن، تعقیب کردن، راندن	to propel, to drive, to chase, to impel	grupo	alternativoj	prononco
level	bluzo	بلوز	a blouse	grupo	alternativoj	prononco
level	ĉial	به هر دلیلی	for every reason	grupo	alternativoj	prononco
level	pluvi	به باران	to rain	grupo	alternativoj	prononco
level	deserto	یک دسر، یک غذای بعد	a dessert, an afters	grupo	alternativoj	prononco
level	regno	یک پادشاهی، یک قلمرو	a kingdom, a realm	grupo	alternativoj	prononco
level	bedaŭrinda	تاسف آور، اسفناک	regrettable, deplorable	grupo	alternativoj	prononco
level	nenial	بی دلیل، نه به هر دلیلی	for no reason, not for any reason	grupo	alternativoj	prononco
level	indulgi	ملایم بودن (با)، افراط کردن	to be lenient (with), to indulge	grupo	alternativoj	prononco
level	ĉiĉerono	یک سیسرون، یک راهنمای تور، یک دکتر	a cicerone, a tour guide, a docent	grupo	alternativoj	prononco
level	krano	یک شیر آب، یک شیر آب	a tap, a faucet	grupo	alternativoj	prononco
level	prezidi	برای ریاست	to preside over	grupo	alternativoj	prononco
level	najbara	همسایه	neighboring	grupo	alternativoj	prononco
level	kruciĝejo	یک چهارراه	a crossway	grupo	alternativoj	prononco
level	polvo	گرد و غبار، غبار	dust, a dust	grupo	alternativoj	prononco
level	ĉapitro	فصل، یک فصل	chapter, a chapter	grupo	alternativoj	prononco
level	reklamo	تبلیغات	an advertisement	grupo	alternativoj	prononco
level	pia	پارسا	pious	grupo	alternativoj	prononco
level	lastjare	سال گذشته	last year	grupo	alternativoj	prononco
level	vojmontrilo	یک نقطه عطف، یک تابلوی راهنما	a landmark, a signpost	grupo	alternativoj	prononco
level	kelo	یک انبار، یک زیرزمین	a cellar, a basement	grupo	alternativoj	prononco
level	firma	محکم، پایدار	firm, stable	grupo	alternativoj	prononco
level	eks-	(prefix) سابق-، سابق	(prefix)  ex-, former	grupo	alternativoj	prononco
level	kilogramo	یک کیلوگرم	a kilogram	grupo	alternativoj	prononco
level	frago	یک عدد توت فرنگی	a strawberry	grupo	alternativoj	prononco
level	pato	یک ماهی تابه	a frying pan	grupo	alternativoj	prononco
level	delikata	ظریف، حساس	delicate, sensitive	grupo	alternativoj	prononco
level	ĉasi	تعقیب کردن، تعقیب کردن، شکار کردن	to chase after, to pursue, to hunt	grupo	alternativoj	prononco
level	verdire	حقیقت را گفتن	to tell the truth	grupo	alternativoj	prononco
level	pra-	دوری در زمان، ماقبل تاریخ، پیشین، بزرگ	remoteness in time, prehistorical, fore-, greatgrand-	grupo	alternativoj	prononco
level	matura	بالغ، رسیده	mature, ripe	grupo	alternativoj	prononco
level	kulerego	سطل، یک قاشق بزرگ	bucket, a large spoon	grupo	alternativoj	prononco
level	konduti	رفتار کردن، رفتار کردن	to conduct oneself, to behave	grupo	alternativoj	prononco
level	vere	واقعاً، واقعاً، واقعاً	really, genuinly, truly	grupo	alternativoj	prononco
level	mis-	(prefix) اشتباه	(prefix)  mis-	grupo	alternativoj	prononco
level	kvieta	ساکت، آرام	quiet, calm	grupo	alternativoj	prononco
level	funkcii	عمل کردن، عمل کردن، کار کردن	to function, to operate, to work	grupo	alternativoj	prononco
level	konvena	مناسب، مناسب	appropriate, suitable	grupo	alternativoj	prononco
level	turisto	یک گردشگر	a tourist	grupo	alternativoj	prononco
level	honti	شرمنده شدن	to be ashamed	grupo	alternativoj	prononco
level	averti	هشدار دادن، احتیاط کردن	to warn, to caution	grupo	alternativoj	prononco
level	turismo	گردشگری	tourism	grupo	alternativoj	prononco
level	stumpo	یک کنده، یک ته سیگار (سیگار)	a stump, a butt (cigarret)	grupo	alternativoj	prononco
level	trinkmono (gratifiko)	یک انعام (پاداش)، یک انعام	a tip (bonus), a gratuity	grupo	alternativoj	prononco
level	pacienca	صبور	patient	grupo	alternativoj	prononco
level	mieno	یک حالت (صورت)	a (facial) expression	grupo	alternativoj	prononco
level	pensio	مستمری، مستمری	pension, annuity	grupo	alternativoj	prononco
level	princo	یک شاهزاده	a prince	grupo	alternativoj	prononco
level	sorto	سرنوشت، سرنوشت، بخت	destiny, fate, fortune	grupo	alternativoj	prononco
level	-end-	(suffix) تعهد	(suffix)  obligation	grupo	alternativoj	prononco
level	longaj ŝtrumpoj	جوراب بلند	long stockings	grupo	alternativoj	prononco
level	barbo	ریش	beard	grupo	alternativoj	prononco
level	-ing-	(suffix) نگهدارنده بلند، سوکت	(suffix)  long holder, socket	grupo	alternativoj	prononco
level	bongusta	خوشمزه، خوش طعم	delicious, good-tasted	grupo	alternativoj	prononco
level	flegi	مراقبت کردن، پرستاری کردن	to take care of, to nurse	grupo	alternativoj	prononco
level	-njo	(suffix) نام حیوان خانگی ماده	(suffix)  female pet name	grupo	alternativoj	prononco
level	-ĉjo	(suffix) نام حیوان خانگی نر	(suffix)  male pet name	grupo	alternativoj	prononco
level	plugi	شخم زدن، شخم زدن، شخم زدن	to plow, to plough, to till	grupo	alternativoj	prononco
level	amletero	یک نامه عاشقانه	a loveletter	grupo	alternativoj	prononco
level	glaso da	یک لیوان	a glass of	grupo	alternativoj	prononco
level	valo	یک دره	a valley	grupo	alternativoj	prononco
level	taso da	یک فنجان	a cup of	grupo	alternativoj	prononco
level	ŝarĝo	یک بار، یک بار، یک بار	a burden, a load, a charge	grupo	alternativoj	prononco
level	bufedo	یک بوفه	a buffet	grupo	alternativoj	prononco
level	avino	یک مادربزرگ	a grandmother	grupo	alternativoj	prononco
level	guto	یک قطره، یک قطره	a drop, a drip	grupo	alternativoj	prononco
level	estingi	خاموش کردن، خاموش کردن	to put out, to extinguish	grupo	alternativoj	prononco
level	feliĉe	با خوشحالی	happily	grupo	alternativoj	prononco
level	gorĝo	یک گلو	a throat	grupo	alternativoj	prononco
level	serpento	یک مار	a snake	grupo	alternativoj	prononco
level	klare	به وضوح	clearly	grupo	alternativoj	prononco
level	alveni	رسیدن، به دست آوردن	to arrive, to get	grupo	alternativoj	prononco
level	aldoni	برای اضافه کردن	to add	grupo	alternativoj	prononco
level	vesti (sin)	پوشیدن (خود) پوشیدن	to dress (oneself), to put on	grupo	alternativoj	prononco
level	vosto	یک دم	a tail	grupo	alternativoj	prononco
level	alporti	آوردن، آوردن	to bring, to fetch	grupo	alternativoj	prononco
level	vestiblo	یک لابی (پوشیدن لباس)، سالن ورودی، هشتی	a lobby (putting dress off), entrance hall, vestibule	grupo	alternativoj	prononco
level	korno	بوق، هوتر، کلاکسون	a horn, hooter, klaxon	grupo	alternativoj	prononco
level	avara	حریص، پرخاشگر	greedy, avarious	grupo	alternativoj	prononco
level	ebla	ممکن، توانا	possible, able	grupo	alternativoj	prononco
level	eble	شاید، احتمالا، شاید	perhaps, possibly, maybe	grupo	alternativoj	prononco
level	balai	جارو کردن	to sweep	grupo	alternativoj	prononco
level	kompreneble	البته (قابل درک)	of course (understandably)	grupo	alternativoj	prononco
level	glitkuri	اسکیت سواری کردن، دویدن با کشویی	to skate, to sliding-run	grupo	alternativoj	prononco
level	sketi (glitkuri)	اسکیت کردن (اسکیت روی یخ)	to skate (ice skating)	grupo	alternativoj	prononco
level	ŝvito	عرق، عرق، عرق کردن	sweat, a sweat, perspiration	grupo	alternativoj	prononco
level	nenies	مال هیچکس، مال هیچکس	nobody's, no-one's	grupo	alternativoj	prononco
level	simili	شبیه به نظر رسیدن، شباهت داشتن	to look similar, to resemble	grupo	alternativoj	prononco
level	kameno	یک شومینه، یک آتشدان	a fireplace, a hearth	grupo	alternativoj	prononco
level	portebla	قابل حمل	portable	grupo	alternativoj	prononco
level	memkomprenebla	مشهود است، البته	evident, of course	grupo	alternativoj	prononco
level	prezidanto	یک رئیس، یک رئیس جمهور	a chairman, a president	grupo	alternativoj	prononco
level	pluraj	چندین	several	grupo	alternativoj	prononco
level	kongresnumero	شماره ثبت نام در کنگره	a registering number in a congress	grupo	alternativoj	prononco
level	UK (U.K.)	کنگره جهانی اسپرانتو	the Universal Congress (of Esperanto)	grupo	alternativoj	prononco
level	surda	کر	deaf	grupo	alternativoj	prononco
level	UEA (U.E.A)	انجمن جهانی اسپرانتو	the Universal Esperanto-Association	grupo	alternativoj	prononco
level	ordi	مرتب کردن، نظم دادن به کارها	to arrange, to make things in order	grupo	alternativoj	prononco
level	fraŭlino	یک زن مجرد و مجرد، خانم.	a maden, unmarried woman, Miss.	grupo	alternativoj	prononco
level	ringo	یک حلقه	a ring	grupo	alternativoj	prononco
level	pasaĝerŝipo	یک کشتی مسافربری	a passenger ship	grupo	alternativoj	prononco
level	kongreslibro	کتاب کنگره	a congress book	grupo	alternativoj	prononco
level	beko	یک منقار، یک منقار	a beak, a bill	grupo	alternativoj	prononco
level	libroservo	یک کتابفروشی (در یک کنگره)	a bookshop (in a congress)	grupo	alternativoj	prononco
level	libroŝranko	یک قفسه کتاب	a book shelf	grupo	alternativoj	prononco
level	kapkuseno	بالش	a pillow	grupo	alternativoj	prononco
level	cindro	خاکستر، خاکستر	ash, cinder	grupo	alternativoj	prononco
level	artikolo	یک مقاله (مجله، روزنامه)	an article (magazine, newspaper)	grupo	alternativoj	prononco
level	nombri	شماره کردن، شمارش کردن	to number, to count	grupo	alternativoj	prononco
level	duobla	دو برابر	double	grupo	alternativoj	prononco
level	duoble	دو بار، دو برابر	twice, doubly	grupo	alternativoj	prononco
level	dekobla	از ده برابر	of ten-fold	grupo	alternativoj	prononco
level	ĉapo	یک کلاه	a cap	grupo	alternativoj	prononco
level	dekoblo	ده برابر، ده برابر	ten-fold, ten times	grupo	alternativoj	prononco
level	kasedo	یک نوار کاست	a cassette	grupo	alternativoj	prononco
level	dekoble	ده برابر (زیاد)	ten times as much (many)	grupo	alternativoj	prononco
level	jesuo	عیسی	Jesus	grupo	alternativoj	prononco
level	poluro	جلا دادن، جلا دادن	polish, polishment	grupo	alternativoj	prononco
level	tusi	سرفه کردن	to cough	grupo	alternativoj	prononco
level	pinglo	پین، سوزن	pin, needle	grupo	alternativoj	prononco
level	buĝeto	بودجه (=budĝeto)	a budget (=budĝeto)	grupo	alternativoj	prononco
level	duono	یک نیمه	an half	grupo	alternativoj	prononco
level	subjekto	یک موضوع	a subject	grupo	alternativoj	prononco
level	pesi	وزن کردن، وزن کردن	to measure weight, to weigh	grupo	alternativoj	prononco
level	ĉiutage	هر روز، روزانه	every day, daily	grupo	alternativoj	prononco
level	lanterno	یک فانوس	a lantern	grupo	alternativoj	prononco
level	tagmanĝo	یک ناهار، وعده غذایی ظهر	a lunch, midday meal	grupo	alternativoj	prononco
level	importi	برای واردات	to import	grupo	alternativoj	prononco
level	duona	نیمه (ly)	half(ly)	grupo	alternativoj	prononco
level	dekono	یک دهم	a tenth	grupo	alternativoj	prononco
level	skrapi	خراشیدن، خراشیدن	to scrape, to scratch	grupo	alternativoj	prononco
level	kvarono	یک چهارم، یک چهارم	a quarter, one fourth	grupo	alternativoj	prononco
level	triono	یک سوم، یک سوم	a third, one third	grupo	alternativoj	prononco
level	pezi	وزن کردن (سنگینی به مقدار)	to weigh (to have a heaviness of an amount)	grupo	alternativoj	prononco
level	naztuko	یک دستمال (=kajertuko)	a handkerchief (=kajertuko)	grupo	alternativoj	prononco
level	bantuko	یک حوله حمام	a bath towel	grupo	alternativoj	prononco
level	littuko	یک ملحفه	a bed sheet	grupo	alternativoj	prononco
level	terure	به طرز وحشتناکی، وحشتناک	terribly, awfully	grupo	alternativoj	prononco
level	kvaropo	یک چهار نفره، یک چهار نفره	a foursome, a quadruple	grupo	alternativoj	prononco
level	tualeto	توالت (لباس)	a toilet (attire)	grupo	alternativoj	prononco
level	pardono	بخشش، گذشت، بخشش	forgiveness, pardon, absolution	grupo	alternativoj	prononco
level	kuvo	یک وان، یک حمام، یک خمره	a tub, a bath, a vat	grupo	alternativoj	prononco
level	vizitadi	مرتب بازدید کردن، مکرر رفتن	to visit regularily, to frequent	grupo	alternativoj	prononco
level	esplori	کاوش کردن، تحقیق کردن	to explore, to investigate	grupo	alternativoj	prononco
level	regali	سرکشی کردن، درمان کردن، سرگرم کردن	to regale, to treat, to entertain	grupo	alternativoj	prononco
level	diskuti	بحث کردن	to discuss	grupo	alternativoj	prononco
level	propagandi	تبلیغ کردن، تبلیغ کردن	to make propaganda, to advertise	grupo	alternativoj	prononco
level	kudrilo	یک سوزن خیاطی	a sewing needle	grupo	alternativoj	prononco
level	ŝoveli	بیل زدن	to shovel	grupo	alternativoj	prononco
level	aplaŭdo	یک تشویق، تحسین	an applause, acclamation	grupo	alternativoj	prononco
level	malsata	گرسنه	hungry	grupo	alternativoj	prononco
level	esprimi	عنوان کردن	to express	grupo	alternativoj	prononco
level	subtaso	یک نعلبکی	a saucer	grupo	alternativoj	prononco
level	traduko	یک ترجمه	a translation	grupo	alternativoj	prononco
level	kopiilo	دستگاه کپی، دستگاه کپی	a copying machine, a copier	grupo	alternativoj	prononco
level	provizo	یک ذخیره، یک انبار، یک عرضه	a provision, a stock, a supply	grupo	alternativoj	prononco
