C.da content.tsv
Level	Esperanto	da	en-us	Grupo	Alternativoj	Pronoco
level	abunda	rigelig, rigelig, rigelig	abundant, copious, bountiful	grupo	alternativoj	prononco
level	plonĝi	at dykke, at styrte, at styrtdykke	to dive, to plunge, to plummet	grupo	alternativoj	prononco
level	grado	grad, karakter	degree, grade	grupo	alternativoj	prononco
level	kajo	en kaj, en platform, en forbindelse	a quay, a platform, a conjunction	grupo	alternativoj	prononco
level	reciproke	gensidigt	reciprocally	grupo	alternativoj	prononco
level	reprezenti	at repræsentere	to represent	grupo	alternativoj	prononco
level	gimnastiko	gymnastik	gymnastics	grupo	alternativoj	prononco
level	Tero (La -o)	Jorden (Jorden)	Earth (The Earth)	grupo	alternativoj	prononco
level	bindi	at binde, at linke	to bind, to link	grupo	alternativoj	prononco
level	titolo	en titel	a title	grupo	alternativoj	prononco
level	plumamiko	en penneven (=leteramiko)	a penpal (=leteramiko)	grupo	alternativoj	prononco
level	bukedo	en buket	a bouquet	grupo	alternativoj	prononco
level	plaĉo	behagelig ting	pleasing thing	grupo	alternativoj	prononco
level	logi	at lokke, lokke, tiltrække	to lure, to entice, to attract	grupo	alternativoj	prononco
level	rizo	ris	rice	grupo	alternativoj	prononco
level	rajdi	at ride	to ride	grupo	alternativoj	prononco
level	Zamenhof	Zamenhof (Esperanto-skaber)	Zamenhof (Esperanto Creator)	grupo	alternativoj	prononco
level	peceto	et lille stykke	a small piece	grupo	alternativoj	prononco
level	detrui	at ødelægge	to destroy	grupo	alternativoj	prononco
level	rubando	et bånd, en fascia	a ribbon, a fascia	grupo	alternativoj	prononco
level	papersako	en papirpose	a paper bag	grupo	alternativoj	prononco
level	ĝardenisto	en gartner	a gardener	grupo	alternativoj	prononco
level	salajro	løn, løn	salary, wage	grupo	alternativoj	prononco
level	severa	streng, streng	severe, strict	grupo	alternativoj	prononco
level	junulara	af ungdom, af unge	of youth, of young people	grupo	alternativoj	prononco
level	organizanto	en arrangør	an organizer	grupo	alternativoj	prononco
level	oficistino	en kvindelig kontormedarbejder	a female office worker	grupo	alternativoj	prononco
level	protesti	at protestere	to protest	grupo	alternativoj	prononco
level	taksi	at vurdere, at vurdere, at vurdere	to evaluate, to estimate, to rate	grupo	alternativoj	prononco
level	nove	nyligt	newly	grupo	alternativoj	prononco
level	ŝtuparo	trappe, trappe	stairs, staircase	grupo	alternativoj	prononco
level	kolumo	en krave	a collar	grupo	alternativoj	prononco
level	akcidento	en ulykke	an accident	grupo	alternativoj	prononco
level	mizero	elendighed	misery	grupo	alternativoj	prononco
level	miliono da	en million af	a million of	grupo	alternativoj	prononco
level	krokodilo	en krokodille	a crocodile	grupo	alternativoj	prononco
level	arbaro	en skov, skov	a forest, woods	grupo	alternativoj	prononco
level	etendi	at forlænge	to extend	grupo	alternativoj	prononco
level	persekuti	at forfølge, at jage	to persecute, to chase	grupo	alternativoj	prononco
level	bakterio	en bakterie	a bacterium	grupo	alternativoj	prononco
level	neŭtraleco	neutralitet	neutrality	grupo	alternativoj	prononco
level	spaco	rum, et rum	space, a space	grupo	alternativoj	prononco
level	koridoro	en korridor, en passage, en bane	a corridor, a passageway, a lane	grupo	alternativoj	prononco
level	kurioza	nysgerrig	curious	grupo	alternativoj	prononco
level	hararo	hår (person), pels (dyr)	hair (person), coat (animal)	grupo	alternativoj	prononco
level	naĝvesto	en badedragt, et badedragt	a swimming suit, a bathing costume	grupo	alternativoj	prononco
level	privata	privat	private	grupo	alternativoj	prononco
level	konsoli	at trøste, at trøste	to console, to comfort	grupo	alternativoj	prononco
level	amatoro	en amatør	an amateur	grupo	alternativoj	prononco
level	ornami	at dekorere, at pynte	to decorate, to ornament	grupo	alternativoj	prononco
level	homaro	menneskeheden, menneskeheden	human race, mankind	grupo	alternativoj	prononco
level	milda	mild, blid, glat	mild, gentle, smooth	grupo	alternativoj	prononco
level	multekosta	dyrt	expensive	grupo	alternativoj	prononco
level	verŝi	at hælde, at spilde	to pour, to spill	grupo	alternativoj	prononco
level	karesi	at kærtegne, at smigre, at klappe	to caress, to flatter, to chuck	grupo	alternativoj	prononco
level	eksciti	at begejstre	to excite	grupo	alternativoj	prononco
level	poeto	en digter	a poet	grupo	alternativoj	prononco
level	vortaro	en ordbog, et ordforråd	a dictionary, a vocabulary	grupo	alternativoj	prononco
level	grundo	jord, jord	ground, soil	grupo	alternativoj	prononco
level	ŝpari	at gemme, at spare, at beholde til fremtidig brug	to save, to spare, to keep for future use	grupo	alternativoj	prononco
level	registro	registrering, optegnelse	registration, record	grupo	alternativoj	prononco
level	monujo	en tegnebog	a wallet	grupo	alternativoj	prononco
level	enlandano	en ind-lander	an in-lander	grupo	alternativoj	prononco
level	konto	En konto	an account	grupo	alternativoj	prononco
level	origino	oprindelse	origin	grupo	alternativoj	prononco
level	samideano	en person med samme idé, en kammerat, en medtænker	a person with same idea, a commrade, a fellow-thinker	grupo	alternativoj	prononco
level	oportuna	praktisk, handy, opportun	convenient, handy, opportune	grupo	alternativoj	prononco
level	minerala	mineral	mineral	grupo	alternativoj	prononco
level	lui	at leje	to rent	grupo	alternativoj	prononco
level	policano	en politimand, en politibetjent (=policisto)	a policeman, a police officer (=policisto)	grupo	alternativoj	prononco
level	pajlo	et sugerør	a straw	grupo	alternativoj	prononco
level	lukso	luksus	luxury	grupo	alternativoj	prononco
level	mesaĝo	en besked	a message	grupo	alternativoj	prononco
level	embaraso	forlegenhed, forvirring	embarrassment, perplexity	grupo	alternativoj	prononco
level	memlerni	at lære selv	to learn by oneself	grupo	alternativoj	prononco
level	diveni	at gætte	to guess	grupo	alternativoj	prononco
level	razilo	en barbermaskine	a razor	grupo	alternativoj	prononco
level	ŝirmi	at læ, at skærme, at skærme, at skygge	to shelter, to shield, to screen, to shadow	grupo	alternativoj	prononco
level	sonĝi	at drømme	to dream	grupo	alternativoj	prononco
level	injekti	at injicere	to inject	grupo	alternativoj	prononco
level	malsaneta	svag, blødsyet	weak, soft-illed	grupo	alternativoj	prononco
level	peki	at synde	to sin	grupo	alternativoj	prononco
level	fandi	at smelte	to melt	grupo	alternativoj	prononco
level	malĝusta	ukorrekt	incorrect	grupo	alternativoj	prononco
level	faldo	en fold	a fold	grupo	alternativoj	prononco
level	skulpti	at skulpturere, at udskære	to sculpture, to carve	grupo	alternativoj	prononco
level	roko	en sten	a rock	grupo	alternativoj	prononco
level	malfrue	senere og forsinket	later and delayed	grupo	alternativoj	prononco
level	statuo	en statue	a statue	grupo	alternativoj	prononco
level	sekundo	sekund, et sekund	second, a second	grupo	alternativoj	prononco
level	laŭdi	at rose, at højlydt, at hylde	to praise, to loud, to acclaim	grupo	alternativoj	prononco
level	luksa	luksuriøs	luxurious	grupo	alternativoj	prononco
level	deklivo	en skråning, acclivity, en bjergskråning	a slope, acclivity, a hillside	grupo	alternativoj	prononco
level	dekoracio	en dekoration	a decoration	grupo	alternativoj	prononco
level	majstra	af en mester, af en maestro	of a master, of a maestro	grupo	alternativoj	prononco
level	pruno	en sveske, en blomme	a prune, a plum	grupo	alternativoj	prononco
level	prudenta	forsigtig, klog, fornuftig, rimelig	prudent, wise, sensible, reasonable	grupo	alternativoj	prononco
level	murmuri	at mumle, at mumle	to murmur, to mutter	grupo	alternativoj	prononco
level	renversi	at forstyrre, at vælte, at vælte, at vende om	to upset, to overturn, to overthrow, to turn over	grupo	alternativoj	prononco
level	libereco	frihed	liberty	grupo	alternativoj	prononco
level	fortika	befæstet, holdbar, fast, robust	fortified, durable, firm, sturdy	grupo	alternativoj	prononco
level	vidinda	værd at se	worth seeing	grupo	alternativoj	prononco
level	kuraĝe	modigt	courageously	grupo	alternativoj	prononco
level	kora	af hjertet	of heart	grupo	alternativoj	prononco
level	vidindaĵo	en seværdighed værd at se, en sightseeing stedet	a sight worth seeing, a sightseeing spot	grupo	alternativoj	prononco
level	skalo	skala, en skala	scale, a scale	grupo	alternativoj	prononco
level	amindumi	at bejle, til retten	to woo, to court	grupo	alternativoj	prononco
level	dankinda	taknemmelig, værdsat	thankful, appreciatable	grupo	alternativoj	prononco
level	sterni	at brede ud, at lægge ud	to spread out, to lay out	grupo	alternativoj	prononco
level	fidinda	pålidelig, troværdig	reliable, trustworthy	grupo	alternativoj	prononco
level	vadi	at vade, at padle	to wade, to paddle	grupo	alternativoj	prononco
level	kongresejo	kongresstedet	the congress place	grupo	alternativoj	prononco
level	veŝto	en vest, en vest	a vest, a waistcoat	grupo	alternativoj	prononco
level	nomkarto	et navnekort, et visitkort	a name card, a business card	grupo	alternativoj	prononco
level	bildkarto	et billedpostkort	a picture postcard	grupo	alternativoj	prononco
level	makulo	en macule, en plet, en plet, en klat	a macule, a spot, a stain, a blot	grupo	alternativoj	prononco
level	kompatinda	beklagelig, elendig, ynkelig, fattig	deplorable, miserable, piteable, poor	grupo	alternativoj	prononco
level	poŝtkarto	et postkort	a postcard	grupo	alternativoj	prononco
level	halo	en hal	a hall	grupo	alternativoj	prononco
level	urĝi	at opfordre, at skynde sig	to urge, to hurry	grupo	alternativoj	prononco
level	plenumi	at udrette, at opfylde	to accomplish, to fulfill	grupo	alternativoj	prononco
level	kreditkarto	et kreditkort	a credit card	grupo	alternativoj	prononco
level	iomete	lidt, et par stykker	a little, a few	grupo	alternativoj	prononco
level	kaĝo	et bur	a cage	grupo	alternativoj	prononco
level	haki	at hugge, at hugge, at skære	to chop, to hack, to cut	grupo	alternativoj	prononco
level	dezerto	en ørken, ørken	a desert, wilderness	grupo	alternativoj	prononco
level	humila	ydmyg	humble	grupo	alternativoj	prononco
level	pipo	et rør	a pipe	grupo	alternativoj	prononco
level	gumo	tyggegummi, et viskelæder, et gummi	gum, an eraser, a rubber	grupo	alternativoj	prononco
level	fakte	faktisk	in fact	grupo	alternativoj	prononco
level	persiko	en fersken, nektarin	a peach, nectarine	grupo	alternativoj	prononco
level	vulkano	en vulkan	a volcano	grupo	alternativoj	prononco
level	estro	en chef, en høvding	a boss, a chief	grupo	alternativoj	prononco
level	delegi	at uddelegere	to delegate	grupo	alternativoj	prononco
level	blinda	blind	blind	grupo	alternativoj	prononco
level	fianĉo	en forlover, en forlover	a fiance, a fiancé	grupo	alternativoj	prononco
level	elektromotoro	en elektrisk motor	an electric motor	grupo	alternativoj	prononco
level	kroĉi	at kroge, at sammenkæde	to hook, to concatenate	grupo	alternativoj	prononco
level	ekveturi	at starte med at køre	to start off driving	grupo	alternativoj	prononco
level	ĉiel	på alle måder	in every way	grupo	alternativoj	prononco
level	klera	uddannet, kultiveret	educated, cultured	grupo	alternativoj	prononco
level	dolaro	en dollar	a dollar	grupo	alternativoj	prononco
level	fajfi	at fløjte	to whistle	grupo	alternativoj	prononco
level	duone	i halv	in half	grupo	alternativoj	prononco
level	glata	glat, glat	smooth, slick	grupo	alternativoj	prononco
level	vomi	at kaste op	to vomit	grupo	alternativoj	prononco
level	difekti	at skade, at forringe, at ødelægge, at skade	to damage, to impair, to spoil, to injure	grupo	alternativoj	prononco
level	ĝemi	at stønne, at stønne	to groan, to moan	grupo	alternativoj	prononco
level	devo	en pligt	a duty	grupo	alternativoj	prononco
level	heziti	at tøve	to hesitate	grupo	alternativoj	prononco
level	dekstre	til højre	at right	grupo	alternativoj	prononco
level	velo	et sejl	a sail	grupo	alternativoj	prononco
level	muta	tavs, stum, stum	silent, mute, dumb	grupo	alternativoj	prononco
level	tiel A kiel B	såsom A som B	such A as B	grupo	alternativoj	prononco
level	ĉifono	en klud, en laser, et skrot	a rag, a tatter, a scrap	grupo	alternativoj	prononco
level	danko	tak, påskønnelse	thank, appreciation	grupo	alternativoj	prononco
level	kaj tiel plu (k.t.p.)	og så videre osv. osv	and so on, et cetra, e.t.c.	grupo	alternativoj	prononco
level	flamo	en flamme	a flame	grupo	alternativoj	prononco
level	ajlo	et hvidløg	a garlic	grupo	alternativoj	prononco
level	pala	bleg	pale	grupo	alternativoj	prononco
level	danco	en dans	a dance	grupo	alternativoj	prononco
level	kamarado	en kammerat, en kammerat, en kammerat, en ven	a comrade, a companion, a buddy, a pal	grupo	alternativoj	prononco
level	k.t.p (ktp)	etc	etc	grupo	alternativoj	prononco
level	kokoso	en kakaonød	a cocoa nut	grupo	alternativoj	prononco
level	mastrino	en værtinde, en frue, en (kvindelig) ejer	a landlady, a mistriss, a (female) owner	grupo	alternativoj	prononco
level	bero	et bær	a berry	grupo	alternativoj	prononco
level	humoro	en humor	a humour	grupo	alternativoj	prononco
level	bonveno	en velkomst	a welcome	grupo	alternativoj	prononco
level	alilandano	en udlænding (=eksterlandano)	a foreigner (=eksterlandano)	grupo	alternativoj	prononco
level	sonoro	en resonanslyd	a resonant sound	grupo	alternativoj	prononco
level	lastatempe	for nylig, på det seneste	recently, lately	grupo	alternativoj	prononco
level	bele	smukt	beautifully	grupo	alternativoj	prononco
level	karaktero	en karakter, en natur, en personlighed	a character, a nature, a personality	grupo	alternativoj	prononco
level	moro	almindelig skik, sædvanlig adfærd, skikke	general custom, habitual conduct, mores	grupo	alternativoj	prononco
level	libero	frihed, en frihed	liberty, a freedom	grupo	alternativoj	prononco
level	lama	halt, svag, humlende	lame, feeble, hobbling	grupo	alternativoj	prononco
level	ĉielarko	en regnbue	a rainbow	grupo	alternativoj	prononco
level	adiaŭi	sige farvel, sige farvel	to bid adieu, to say goodbye	grupo	alternativoj	prononco
level	biblioteko	et bibliotek	a library	grupo	alternativoj	prononco
level	antikva	antik, gammel	antique, ancient	grupo	alternativoj	prononco
level	societo	et lille samfund	a small society	grupo	alternativoj	prononco
level	antaŭ-hieraŭ	før i går, i forgårs	before yesterday, the day before yesterday	grupo	alternativoj	prononco
level	abio	en gran	a fir	grupo	alternativoj	prononco
level	kuniklo	en kanin, en kegle	a rabbit, a coney	grupo	alternativoj	prononco
level	biliono	en milliard, en billion	a billion, a trillion	grupo	alternativoj	prononco
level	etaĝo	etage, historie (af en bygning)	floor, story (of a building)	grupo	alternativoj	prononco
level	konsilo	et råd, et råd	an advice, a counsel	grupo	alternativoj	prononco
level	lekcio	et foredrag	a lecture	grupo	alternativoj	prononco
level	aventuro	et eventyr	an adventure	grupo	alternativoj	prononco
level	enua	kedeligt, kede sig	boring, bored	grupo	alternativoj	prononco
level	grimpi	at klatre	to climb	grupo	alternativoj	prononco
level	cerbumi	at cerebrate, at pille sin hjerne, at pusle over	to cerebrate, to rack one's brains, to puzzle over	grupo	alternativoj	prononco
level	aminda	elskværdig	amiable	grupo	alternativoj	prononco
level	vero	en sandhed	a truth	grupo	alternativoj	prononco
level	mordi	at bide	to bite	grupo	alternativoj	prononco
level	tondri	at tordne	to thunder	grupo	alternativoj	prononco
level	kurbo	en kurve	a curve	grupo	alternativoj	prononco
level	nuda	nøgen, nøgen, nøgen	naked, bare, nude	grupo	alternativoj	prononco
level	marmelado	en marmelade, en marmelade	a marmelade, a jam	grupo	alternativoj	prononco
level	verda stelo	en grøn stjerne	a green star	grupo	alternativoj	prononco
level	alveno	en ankomst	an arrival	grupo	alternativoj	prononco
level	piedpilko	en fodbold, en fodbold (=futbalo)	a football, a soccer (=futbalo)	grupo	alternativoj	prononco
