C.cs content.tsv
Level	Esperanto	cs	en-us	Grupo	Alternativoj	Pronoco
level	nevo	synovec	a nephew	grupo	alternativoj	prononco
level	vespermanĝo	večeře, večeře, večeře	a dinner, a supper, evening meal	grupo	alternativoj	prononco
level	matene	ráno	in the morning	grupo	alternativoj	prononco
level	trompi	podvádět, podvádět	to deceive, to cheat	grupo	alternativoj	prononco
level	farmi	hospodařit, pronajímat statek	to farm, to lease a farm	grupo	alternativoj	prononco
level	cifero	číslice, číslice, šifra, číslice	digit, a digit, cipher, a figure	grupo	alternativoj	prononco
level	honesta	upřímný	honest	grupo	alternativoj	prononco
level	tagmezo	poledne, poledne	noon, midday	grupo	alternativoj	prononco
level	romano	novela	a novel	grupo	alternativoj	prononco
level	rato	krysa	a rat	grupo	alternativoj	prononco
level	antaŭtagmeze	před polednem (ráno)	before noon (in the morning)	grupo	alternativoj	prononco
level	fosi	kopat, rýt, rýt	to dig, to grub, to spade	grupo	alternativoj	prononco
level	foso	jáma, kůl	a pit, pole	grupo	alternativoj	prononco
level	posttagmeze	odpoledne	in the afternoon	grupo	alternativoj	prononco
level	fiera	hrdý	proud	grupo	alternativoj	prononco
level	bari	barvit, překážet	to bar, to obstruct	grupo	alternativoj	prononco
level	oscedi	zívat	to yawn	grupo	alternativoj	prononco
level	poento	bod, běh	a point, a run	grupo	alternativoj	prononco
level	minaci	minovat, vyhrožovat, zastrašovat, hrozit	to minace, to threaten, to intimidate, to menace	grupo	alternativoj	prononco
level	armo	zbraně, zbrojnice	arms, armory	grupo	alternativoj	prononco
level	parenco	příbuzný, příbuzný, příbuzný	relative, a relative, a kinsman	grupo	alternativoj	prononco
level	rikolti	sklízet, sklízet, sklízet	to harvest, to reap, to garner	grupo	alternativoj	prononco
level	duŝo	sprcha, sprcha	shower, a shower	grupo	alternativoj	prononco
level	mueli	brousit	to grind	grupo	alternativoj	prononco
level	fabelo	pohádka, pohádka na dobrou noc	a fairy tale, a bedtime story	grupo	alternativoj	prononco
level	publika	veřejný, přístupný veřejnosti	public, open to public	grupo	alternativoj	prononco
level	baro	bariéra, překážka	a barrier, an obstruction	grupo	alternativoj	prononco
level	kubuto	loket	an elbow	grupo	alternativoj	prononco
level	flughaveno	letiště	an airport	grupo	alternativoj	prononco
level	spico	koření	a spice	grupo	alternativoj	prononco
level	kubo	kostka, kostka	a cube, a dice	grupo	alternativoj	prononco
level	transirejo	přejezd, přejezd	a crossing, a crossway	grupo	alternativoj	prononco
level	lastanokte	(at) minulou noc	(at) last night	grupo	alternativoj	prononco
level	pafi	střílet, střílet	to shoot, to fire	grupo	alternativoj	prononco
level	aprobi	schválit	to approve	grupo	alternativoj	prononco
level	kutime	běžně, obvykle	ordinarily, usually	grupo	alternativoj	prononco
level	reala	nemovitý	real	grupo	alternativoj	prononco
level	kolekti	sbírat	to collect	grupo	alternativoj	prononco
level	okulvitroj	dioptrické brýle, brýle, brýle	eye-glasses, spectacles, glasses	grupo	alternativoj	prononco
level	rolo	role, role, část	role, a role, a part	grupo	alternativoj	prononco
level	rifuzi	odmítnout	to refuse	grupo	alternativoj	prononco
level	riproĉi	vyčítat, kárat, kárat, kárat	to reproach, to reprimand, to rebuke, to scold	grupo	alternativoj	prononco
level	fakturo	faktura, faktura	an invoice, a bill	grupo	alternativoj	prononco
level	sun-floro	slunečnice	a sun-flower	grupo	alternativoj	prononco
level	peli	pohánět, pohánět, pronásledovat, pohánět	to propel, to drive, to chase, to impel	grupo	alternativoj	prononco
level	bluzo	blůza	a blouse	grupo	alternativoj	prononco
level	ĉial	z každého důvodu	for every reason	grupo	alternativoj	prononco
level	pluvi	pršet	to rain	grupo	alternativoj	prononco
level	deserto	dezert, pochutina	a dessert, an afters	grupo	alternativoj	prononco
level	regno	království, říše	a kingdom, a realm	grupo	alternativoj	prononco
level	bedaŭrinda	politováníhodné, žalostné	regrettable, deplorable	grupo	alternativoj	prononco
level	nenial	bez důvodu, z jakéhokoli důvodu	for no reason, not for any reason	grupo	alternativoj	prononco
level	indulgi	být shovívavý (s), dopřát si	to be lenient (with), to indulge	grupo	alternativoj	prononco
level	ĉiĉerono	cicerone, průvodce, docent	a cicerone, a tour guide, a docent	grupo	alternativoj	prononco
level	krano	kohoutek, kohoutek	a tap, a faucet	grupo	alternativoj	prononco
level	prezidi	předsedat	to preside over	grupo	alternativoj	prononco
level	najbara	sousední	neighboring	grupo	alternativoj	prononco
level	kruciĝejo	křižovatka	a crossway	grupo	alternativoj	prononco
level	polvo	prach, prach	dust, a dust	grupo	alternativoj	prononco
level	ĉapitro	kapitola, kapitola	chapter, a chapter	grupo	alternativoj	prononco
level	reklamo	reklama	an advertisement	grupo	alternativoj	prononco
level	pia	zbožný	pious	grupo	alternativoj	prononco
level	lastjare	minulý rok	last year	grupo	alternativoj	prononco
level	vojmontrilo	orientační bod, rozcestník	a landmark, a signpost	grupo	alternativoj	prononco
level	kelo	sklep, sklep	a cellar, a basement	grupo	alternativoj	prononco
level	firma	pevný, stabilní	firm, stable	grupo	alternativoj	prononco
level	eks-	(předpona) ex-, býv	(prefix)  ex-, former	grupo	alternativoj	prononco
level	kilogramo	kilogram	a kilogram	grupo	alternativoj	prononco
level	frago	Jahoda	a strawberry	grupo	alternativoj	prononco
level	pato	pánev	a frying pan	grupo	alternativoj	prononco
level	delikata	jemný, citlivý	delicate, sensitive	grupo	alternativoj	prononco
level	ĉasi	pronásledovat, pronásledovat, lovit	to chase after, to pursue, to hunt	grupo	alternativoj	prononco
level	verdire	po pravdě řečeno	to tell the truth	grupo	alternativoj	prononco
level	pra-	odlehlost v čase, prehistorická, přední, velkolepá	remoteness in time, prehistorical, fore-, greatgrand-	grupo	alternativoj	prononco
level	matura	zralý, zralý	mature, ripe	grupo	alternativoj	prononco
level	kulerego	vědro, velká lžíce	bucket, a large spoon	grupo	alternativoj	prononco
level	konduti	chovat se, chovat se	to conduct oneself, to behave	grupo	alternativoj	prononco
level	vere	opravdu, upřímně, opravdu	really, genuinly, truly	grupo	alternativoj	prononco
level	mis-	(předpona) mis-	(prefix)  mis-	grupo	alternativoj	prononco
level	kvieta	ticho, klid	quiet, calm	grupo	alternativoj	prononco
level	funkcii	fungovat, fungovat, pracovat	to function, to operate, to work	grupo	alternativoj	prononco
level	konvena	vhodné, vhodné	appropriate, suitable	grupo	alternativoj	prononco
level	turisto	turista	a tourist	grupo	alternativoj	prononco
level	honti	stydět	to be ashamed	grupo	alternativoj	prononco
level	averti	varovat, varovat	to warn, to caution	grupo	alternativoj	prononco
level	turismo	cestovní ruch	tourism	grupo	alternativoj	prononco
level	stumpo	pahýl, nedopalek (cigareta)	a stump, a butt (cigarret)	grupo	alternativoj	prononco
level	trinkmono (gratifiko)	spropitné (bonus), spropitné	a tip (bonus), a gratuity	grupo	alternativoj	prononco
level	pacienca	trpěliví	patient	grupo	alternativoj	prononco
level	mieno	výraz (obličeje).	a (facial) expression	grupo	alternativoj	prononco
level	pensio	důchod, anuita	pension, annuity	grupo	alternativoj	prononco
level	princo	princ	a prince	grupo	alternativoj	prononco
level	sorto	osud, osud, štěstí	destiny, fate, fortune	grupo	alternativoj	prononco
level	-end-	(přípona) povinnost	(suffix)  obligation	grupo	alternativoj	prononco
level	longaj ŝtrumpoj	dlouhé punčochy	long stockings	grupo	alternativoj	prononco
level	barbo	vousy	beard	grupo	alternativoj	prononco
level	-ing-	(přípona) dlouhý držák, zásuvka	(suffix)  long holder, socket	grupo	alternativoj	prononco
level	bongusta	lahodné, chutná	delicious, good-tasted	grupo	alternativoj	prononco
level	flegi	starat se, ošetřovat	to take care of, to nurse	grupo	alternativoj	prononco
level	-njo	(přípona) ženské jméno mazlíčka	(suffix)  female pet name	grupo	alternativoj	prononco
level	-ĉjo	(přípona) mužské jméno mazlíčka	(suffix)  male pet name	grupo	alternativoj	prononco
level	plugi	orat, orat, orat	to plow, to plough, to till	grupo	alternativoj	prononco
level	amletero	milostný dopis	a loveletter	grupo	alternativoj	prononco
level	glaso da	sklenice	a glass of	grupo	alternativoj	prononco
level	valo	údolí	a valley	grupo	alternativoj	prononco
level	taso da	šálek	a cup of	grupo	alternativoj	prononco
level	ŝarĝo	zátěž, zátěž, zátěž	a burden, a load, a charge	grupo	alternativoj	prononco
level	bufedo	bufet	a buffet	grupo	alternativoj	prononco
level	avino	babička	a grandmother	grupo	alternativoj	prononco
level	guto	kapka, kapka	a drop, a drip	grupo	alternativoj	prononco
level	estingi	uhasit, uhasit	to put out, to extinguish	grupo	alternativoj	prononco
level	feliĉe	šťastně	happily	grupo	alternativoj	prononco
level	gorĝo	hrdlo	a throat	grupo	alternativoj	prononco
level	serpento	had	a snake	grupo	alternativoj	prononco
level	klare	jasně	clearly	grupo	alternativoj	prononco
level	alveni	dorazit, dostat	to arrive, to get	grupo	alternativoj	prononco
level	aldoni	přidat	to add	grupo	alternativoj	prononco
level	vesti (sin)	obléci se (se), obléci	to dress (oneself), to put on	grupo	alternativoj	prononco
level	vosto	ocas	a tail	grupo	alternativoj	prononco
level	alporti	přinést, přinést	to bring, to fetch	grupo	alternativoj	prononco
level	vestiblo	předsíň (odkládání šatů), vstupní hala, vestibul	a lobby (putting dress off), entrance hall, vestibule	grupo	alternativoj	prononco
level	korno	roh, houkačka, klakson	a horn, hooter, klaxon	grupo	alternativoj	prononco
level	avara	chamtivý, různý	greedy, avarious	grupo	alternativoj	prononco
level	ebla	možný, schopný	possible, able	grupo	alternativoj	prononco
level	eble	možná, možná, možná	perhaps, possibly, maybe	grupo	alternativoj	prononco
level	balai	zamést	to sweep	grupo	alternativoj	prononco
level	kompreneble	samozřejmě (pochopitelně)	of course (understandably)	grupo	alternativoj	prononco
level	glitkuri	bruslit, klouzat se	to skate, to sliding-run	grupo	alternativoj	prononco
level	sketi (glitkuri)	bruslit (bruslení)	to skate (ice skating)	grupo	alternativoj	prononco
level	ŝvito	pot, pot, pot	sweat, a sweat, perspiration	grupo	alternativoj	prononco
level	nenies	nikoho, nikoho	nobody's, no-one's	grupo	alternativoj	prononco
level	simili	vypadat podobně, podobat se	to look similar, to resemble	grupo	alternativoj	prononco
level	kameno	krb, ohniště	a fireplace, a hearth	grupo	alternativoj	prononco
level	portebla	přenosný	portable	grupo	alternativoj	prononco
level	memkomprenebla	evidentní, samozřejmě	evident, of course	grupo	alternativoj	prononco
level	prezidanto	předseda, prezident	a chairman, a president	grupo	alternativoj	prononco
level	pluraj	několik	several	grupo	alternativoj	prononco
level	kongresnumero	registrační číslo na kongresu	a registering number in a congress	grupo	alternativoj	prononco
level	UK (U.K.)	Světový kongres (esperanta)	the Universal Congress (of Esperanto)	grupo	alternativoj	prononco
level	surda	Hluchý	deaf	grupo	alternativoj	prononco
level	UEA (U.E.A)	Univerzální esperantské sdružení	the Universal Esperanto-Association	grupo	alternativoj	prononco
level	ordi	zařídit, udělat ve věcech pořádek	to arrange, to make things in order	grupo	alternativoj	prononco
level	fraŭlino	maden, neprovdaná žena, slečno.	a maden, unmarried woman, Miss.	grupo	alternativoj	prononco
level	ringo	prsten	a ring	grupo	alternativoj	prononco
level	pasaĝerŝipo	osobní loď	a passenger ship	grupo	alternativoj	prononco
level	kongreslibro	kongresovou knihu	a congress book	grupo	alternativoj	prononco
level	beko	zobák, účet	a beak, a bill	grupo	alternativoj	prononco
level	libroservo	knihkupectví (na kongresu)	a bookshop (in a congress)	grupo	alternativoj	prononco
level	libroŝranko	Polička na knihy	a book shelf	grupo	alternativoj	prononco
level	kapkuseno	polštář	a pillow	grupo	alternativoj	prononco
level	cindro	popel, škvára	ash, cinder	grupo	alternativoj	prononco
level	artikolo	článek (časopis, noviny)	an article (magazine, newspaper)	grupo	alternativoj	prononco
level	nombri	počítat, počítat	to number, to count	grupo	alternativoj	prononco
level	duobla	dvojnásobek	double	grupo	alternativoj	prononco
level	duoble	dvakrát, dvakrát	twice, doubly	grupo	alternativoj	prononco
level	dekobla	desetinásobné	of ten-fold	grupo	alternativoj	prononco
level	ĉapo	čepice	a cap	grupo	alternativoj	prononco
level	dekoblo	desetkrát, desetkrát	ten-fold, ten times	grupo	alternativoj	prononco
level	kasedo	kazeta	a cassette	grupo	alternativoj	prononco
level	dekoble	desetkrát tolik (mnoho)	ten times as much (many)	grupo	alternativoj	prononco
level	jesuo	Ježíš	Jesus	grupo	alternativoj	prononco
level	poluro	leštit, leštit	polish, polishment	grupo	alternativoj	prononco
level	tusi	kašlat	to cough	grupo	alternativoj	prononco
level	pinglo	špendlík, jehla	pin, needle	grupo	alternativoj	prononco
level	buĝeto	rozpočet (=budĝeto)	a budget (=budĝeto)	grupo	alternativoj	prononco
level	duono	půlka	an half	grupo	alternativoj	prononco
level	subjekto	předmět	a subject	grupo	alternativoj	prononco
level	pesi	měřit váhu, vážit	to measure weight, to weigh	grupo	alternativoj	prononco
level	ĉiutage	každý den, denně	every day, daily	grupo	alternativoj	prononco
level	lanterno	lucerna	a lantern	grupo	alternativoj	prononco
level	tagmanĝo	oběd, polední jídlo	a lunch, midday meal	grupo	alternativoj	prononco
level	importi	importovat	to import	grupo	alternativoj	prononco
level	duona	polovina (ly)	half(ly)	grupo	alternativoj	prononco
level	dekono	desetinu	a tenth	grupo	alternativoj	prononco
level	skrapi	škrábat, škrábat	to scrape, to scratch	grupo	alternativoj	prononco
level	kvarono	čtvrtina, čtvrtina	a quarter, one fourth	grupo	alternativoj	prononco
level	triono	třetina, jedna třetina	a third, one third	grupo	alternativoj	prononco
level	pezi	vážit (mít obtížnost)	to weigh (to have a heaviness of an amount)	grupo	alternativoj	prononco
level	naztuko	kapesník (=kajertuko)	a handkerchief (=kajertuko)	grupo	alternativoj	prononco
level	bantuko	osušku	a bath towel	grupo	alternativoj	prononco
level	littuko	prostěradlo	a bed sheet	grupo	alternativoj	prononco
level	terure	strašně, strašně	terribly, awfully	grupo	alternativoj	prononco
level	kvaropo	čtyřka, čtyřka	a foursome, a quadruple	grupo	alternativoj	prononco
level	tualeto	toaleta (oblečení)	a toilet (attire)	grupo	alternativoj	prononco
level	pardono	odpuštění, odpuštění, rozhřešení	forgiveness, pardon, absolution	grupo	alternativoj	prononco
level	kuvo	vana, vana, káď	a tub, a bath, a vat	grupo	alternativoj	prononco
level	vizitadi	navštěvovat pravidelně, často	to visit regularily, to frequent	grupo	alternativoj	prononco
level	esplori	zkoumat, zkoumat	to explore, to investigate	grupo	alternativoj	prononco
level	regali	pohostit, pohostit, pobavit	to regale, to treat, to entertain	grupo	alternativoj	prononco
level	diskuti	probrat	to discuss	grupo	alternativoj	prononco
level	propagandi	dělat propagandu, dělat reklamu	to make propaganda, to advertise	grupo	alternativoj	prononco
level	kudrilo	šicí jehlu	a sewing needle	grupo	alternativoj	prononco
level	ŝoveli	na lopatu	to shovel	grupo	alternativoj	prononco
level	aplaŭdo	potlesk, aklamace	an applause, acclamation	grupo	alternativoj	prononco
level	malsata	hladový	hungry	grupo	alternativoj	prononco
level	esprimi	vyjádřit	to express	grupo	alternativoj	prononco
level	subtaso	talířek	a saucer	grupo	alternativoj	prononco
level	traduko	překlad	a translation	grupo	alternativoj	prononco
