C.ar content.tsv
Level	Esperanto	ar	en-us	Grupo	Alternativoj	Pronoco
level	enironte	بينما كان على وشك الدخول	while about to enter	grupo	alternativoj	prononco
level	dato	تاريخ، تاريخ	date, a date	grupo	alternativoj	prononco
level	fundo	القاع، الأساس	bottom, foundation	grupo	alternativoj	prononco
level	radiko	جذر	a root	grupo	alternativoj	prononco
level	bonvole -u	من فضلك (~ش)	please (~u)	grupo	alternativoj	prononco
level	signifo	معنى، أهمية	a meaning, a significance	grupo	alternativoj	prononco
level	fiksi	لإصلاح، لربط	to fix, to fasten	grupo	alternativoj	prononco
level	vana	عبثا، عديمة الفائدة	vain, useless	grupo	alternativoj	prononco
level	vaporo	بخار، بخار	steam, vapor	grupo	alternativoj	prononco
level	rakonto	رواية، قصة	a narrative, a story	grupo	alternativoj	prononco
level	bonvolu -i	من فضلك (~ط)	please (~i)	grupo	alternativoj	prononco
level	figuro	شكل، صورة، صورة	a figure, a picture, an image	grupo	alternativoj	prononco
level	arĝento	فضة	silver	grupo	alternativoj	prononco
level	ĝirafo	زرافة	a giraffe	grupo	alternativoj	prononco
level	ĉarma	أَخَّاذ	charming	grupo	alternativoj	prononco
level	rulo	لفة، تشغيل	a roll, a run	grupo	alternativoj	prononco
level	gitaro	الجيتار	a guitar	grupo	alternativoj	prononco
level	miliardo	مليار	a billion	grupo	alternativoj	prononco
level	eterna	الأبدية، الأبدية	eternal, everlasting	grupo	alternativoj	prononco
level	ĵurnalo (tag-)	جريدة	a newspaper	grupo	alternativoj	prononco
level	memoro	ذكرى	a memory	grupo	alternativoj	prononco
level	ruli	للفة، لتشغيل البرنامج	to roll, to run a program	grupo	alternativoj	prononco
level	larmo	المسيل للدموع، المسيل للدموع	tear, a tear	grupo	alternativoj	prononco
level	inko	حبر	an ink	grupo	alternativoj	prononco
level	majstro	سيد، مايسترو، سيد (فن واحد)	Master, a maestro, a master (of one's art)	grupo	alternativoj	prononco
level	leono	أسد	a lion	grupo	alternativoj	prononco
level	tiom da ~	الكثير من ~، الكثير من ~، الكثير من ~	so much of ~, that much of ~, that many of ~	grupo	alternativoj	prononco
level	ventro	البطن، البطن، البطن	belly, abdomen, tummy	grupo	alternativoj	prononco
level	placo	ساحة، ساحة	a squre, a plaza	grupo	alternativoj	prononco
level	fidi	أن نثق، أن نؤمن	to trust, to have faith in	grupo	alternativoj	prononco
level	iom da ~	كمية صغيرة من ~، بعض	small amount of ~, some	grupo	alternativoj	prononco
level	babili	للدردشة، للثرثرة، للثرثرة	to chat, to babble, to chatter	grupo	alternativoj	prononco
level	kavo	كهف، تجويف	a cave, a cavity	grupo	alternativoj	prononco
level	ioma	من بعض المبلغ، بعض	of some amout, some	grupo	alternativoj	prononco
level	ŝultro	كتف	a shoulder	grupo	alternativoj	prononco
level	adiaŭ	وداعا، وداعا، وداعا	goodbye, adieu, farewell	grupo	alternativoj	prononco
level	rezigni	للاستقالة، للاستسلام، للاستسلام، للتخلي	to resign, to give up, to surrender, to abandon	grupo	alternativoj	prononco
level	sekreto	سر	a secret	grupo	alternativoj	prononco
level	droni	ليغرق	to drown	grupo	alternativoj	prononco
level	celi	لهدف، لاستهداف، لتنوي	to aim, to target, to intend	grupo	alternativoj	prononco
level	restoracio	مطعم	a restaurant	grupo	alternativoj	prononco
level	turo	برج	a tower	grupo	alternativoj	prononco
level	sablo	الرمال، الرمال	sand, a sand	grupo	alternativoj	prononco
level	tondro	الرعد	a thunder	grupo	alternativoj	prononco
level	ies	شخص ما	someone's	grupo	alternativoj	prononco
level	tapiŝo	سجادة، سجادة	a carpet, a rug	grupo	alternativoj	prononco
level	bezonata	مطلوب، مطلوب، مطلوب	needed, required, wanted	grupo	alternativoj	prononco
level	ilustrita	يتضح	illustrated	grupo	alternativoj	prononco
level	razi	للحلاقة	to shave	grupo	alternativoj	prononco
level	standardo	راية، علم	a banner, a flag	grupo	alternativoj	prononco
level	mentono	الذقن، الذقن	chin, a chin	grupo	alternativoj	prononco
level	valizo	حقيبة، حقيبة	a suitcase, a valise	grupo	alternativoj	prononco
level	okupata	(يجري) مشغول، مشغول	(being) occupied, busy	grupo	alternativoj	prononco
level	suko	عصير، عصارة	juice, a sap	grupo	alternativoj	prononco
level	komunumo	مجتمع	a community	grupo	alternativoj	prononco
level	fontano	نافورة	a fountain	grupo	alternativoj	prononco
level	konato	شخص معروف، أحد معارفه	a person known, an aquaintance	grupo	alternativoj	prononco
level	okupita	(كان) مشغولا، مشغولا، مشغولا	(having been) occupied, busy, engaged	grupo	alternativoj	prononco
level	esti okupita	أن تكون مشغولة، أن تشارك، أن تشارك فيها	to be occupied, to be involved, to engage upon	grupo	alternativoj	prononco
level	pino	شجرة صنوبر	a pine tree	grupo	alternativoj	prononco
level	konstruota	(سوف) يتم بناؤها	(will be) constructed	grupo	alternativoj	prononco
level	kaptita	(وكان) القبض، الأسير	(having been) caught, captive	grupo	alternativoj	prononco
level	kaptota	(سوف) القبض	(will be) captured	grupo	alternativoj	prononco
level	rezulti	للنتيجة	to result	grupo	alternativoj	prononco
level	kaptito	سجين (تم القبض عليه)	a prisoner (had been caught)	grupo	alternativoj	prononco
level	komputi	لحساب	to compute	grupo	alternativoj	prononco
level	batite	بعد (التعرض) للضرب	after (having been) beaten	grupo	alternativoj	prononco
level	kovrita	مغطاة	covered	grupo	alternativoj	prononco
level	teatro	مسرح	a theatre	grupo	alternativoj	prononco
level	sezono	موسم، موسم	season, a season	grupo	alternativoj	prononco
level	kelnero	نادل	a waiter	grupo	alternativoj	prononco
level	tabelo	جدول، جدول، فهرس	a table, a tabulation, an index	grupo	alternativoj	prononco
level	publiko	عامة الناس	public, public people	grupo	alternativoj	prononco
level	apogi	لدعم، لدعم	to support, to uphold	grupo	alternativoj	prononco
level	distri	لإلهاء، لتحويل، للترفيه	to distract, to divert, to entertain	grupo	alternativoj	prononco
level	patrino	ام	a mother	grupo	alternativoj	prononco
level	distanco	مسافة	a distance	grupo	alternativoj	prononco
level	aparte	بصرف النظر، بشكل منفصل	apart, separately	grupo	alternativoj	prononco
level	originala	إبداعي	original	grupo	alternativoj	prononco
level	bicikli	لركوب الدراجة، لركوب الدراجة	to bicycle, to ride a bike	grupo	alternativoj	prononco
level	regulo	قاعدة، لائحة	a rule, a regulation	grupo	alternativoj	prononco
level	troa	مفرط، لا مبرر له	excessive, undue	grupo	alternativoj	prononco
level	tre agrable!	لطيف جدًا!	very nice!	grupo	alternativoj	prononco
level	balanci	للتأرجح، لموسيقى الروك	to swing, to rock	grupo	alternativoj	prononco
level	ŝtrumpo	جورب	a stocking	grupo	alternativoj	prononco
level	kontroli	للتحقق، للتدقيق، للتحقق	to check, to audit, to check up on	grupo	alternativoj	prononco
level	pasto	عجينة، عجينة	a paste, a dough	grupo	alternativoj	prononco
level	rektangulo	مستطيل، مستطيل	rectangle, a rectangle	grupo	alternativoj	prononco
level	falsa	زائف، مزيف، مزيف، مزور، زائف	false, counterfeit, fake, forged, spurious	grupo	alternativoj	prononco
level	ŝerci	للمزاح، للمزاح	to joke, to jest	grupo	alternativoj	prononco
level	problemo	مشكلة، مشكلة	a problem, a trouble	grupo	alternativoj	prononco
level	kulturi	للثقافة (التربة والأرض)	to culture (soil, land)	grupo	alternativoj	prononco
level	lernejo	مدرسة، مكان للتعلم	a school, a learning place	grupo	alternativoj	prononco
level	manĝejo	مكان لتناول الطعام، مطعم، غرفة طعام، مقصف	an eating place, a restaurant, a dining room, a canteen	grupo	alternativoj	prononco
level	flago	علم، راية	a flag, a banner	grupo	alternativoj	prononco
level	universala	عالمي، عام، عالمي	universal, general, worldwide	grupo	alternativoj	prononco
level	vendejo	متجر، متجر	a store, a shop	grupo	alternativoj	prononco
level	parko	حديقة	a park	grupo	alternativoj	prononco
level	kesto	الصدر، مربع، القضية	a chest, a box, a case	grupo	alternativoj	prononco
level	preĝejo	كنيسة كيرك	a church, a kirk	grupo	alternativoj	prononco
level	ataki	للهجوم	to attack	grupo	alternativoj	prononco
level	fako	فرع، انضباط، تخصص، مقصورة	a branch, a discipline, a specialty, a compartment	grupo	alternativoj	prononco
level	librovendejo	مكتبة، محل لبيع الكتب	a bookshop, a bookstore	grupo	alternativoj	prononco
level	fama	مشهور	famous	grupo	alternativoj	prononco
level	kafejo	مقهى، مقهى	a cafe, a coffee shop	grupo	alternativoj	prononco
level	kuseno	وسادة، وسادة رمي	a cushion, a throw pillow	grupo	alternativoj	prononco
level	desegni	لتصميم، لتحديد، لرسم	to design, to delineate, to draw	grupo	alternativoj	prononco
level	konveni	لتكون مناسبة، لتكون مناسبة	to be appropriate, to be suitable	grupo	alternativoj	prononco
level	akceptejo	مكتب استقبال	a reception desk	grupo	alternativoj	prononco
level	necesejo	مرحاض، مرحاض	a toilet, a restroom	grupo	alternativoj	prononco
level	sporto	رياضة، رياضة	sport, a sport	grupo	alternativoj	prononco
level	fridujo	ثلاجة، ثلاجة	a fridge, a refrigerator	grupo	alternativoj	prononco
level	rubujo	سلة المهملات، بن، سلة المهملات	a trash bin, a bin, a trash can	grupo	alternativoj	prononco
level	defendi	للدفاع	to defend	grupo	alternativoj	prononco
level	eduki	لتثقيف	to educate	grupo	alternativoj	prononco
level	hejti	للتسخين، للإحماء	to heat up, to warm up	grupo	alternativoj	prononco
level	listo	قائمة	a list	grupo	alternativoj	prononco
level	kondiĉo	حالة	a condition	grupo	alternativoj	prononco
level	poste	في وقت لاحق، بعد ذلك، المقبل	later, afterwards, next	grupo	alternativoj	prononco
level	brakumi	لاحتضان، للعناق	to embrace, to hug	grupo	alternativoj	prononco
level	ĝoja	بهيجة، سعيدة، سعيدة	joyfull, glad, happy	grupo	alternativoj	prononco
level	malvarmumo	البرد (اشتعلت)	a cold (caught)	grupo	alternativoj	prononco
level	salono	غرفة جلوس، صالة، صالون	a sitting room, a lounge, a salon	grupo	alternativoj	prononco
level	konsisti	تتألف	to consist	grupo	alternativoj	prononco
level	hejme	في البيت	at home	grupo	alternativoj	prononco
level	spezo	دوران	a turnover	grupo	alternativoj	prononco
level	kalendaro	تقويم	a calendar	grupo	alternativoj	prononco
level	imagi	للتخيل	to imagine	grupo	alternativoj	prononco
level	fidela	المؤمنين وجدير بالثقة	faithful, trustworthy	grupo	alternativoj	prononco
level	partopreni	للمشاركة، للمشاركة	to participate, to take part	grupo	alternativoj	prononco
level	kastelo	قلعة، قلعة	a castle, a citadel	grupo	alternativoj	prononco
level	-op-	(suffix) مجموعة بالأرقام	(suffix)  a group in numbers	grupo	alternativoj	prononco
level	ĉeesti	للحضور، للحضور في	to attend, to be present at	grupo	alternativoj	prononco
level	televido	تلفزيون، تلفزيون	TV, television	grupo	alternativoj	prononco
level	studento	طالب (جامعة)	a student (university)	grupo	alternativoj	prononco
level	impreso	انطباع	an impression	grupo	alternativoj	prononco
level	pupo	دمية، دمية	a doll, a puppet	grupo	alternativoj	prononco
level	konstanta	ثابت، مستمر، دائم	constant, continual, permanent	grupo	alternativoj	prononco
level	ebena	مسطحة، حتى، الطائرة، المستوى	flat, even, plane, level	grupo	alternativoj	prononco
level	jaraĝa	~ سنة	~ years old	grupo	alternativoj	prononco
level	blovi	لتفجير	to blow	grupo	alternativoj	prononco
level	konfesi	للاعتراف، للاعتراف	to confess, to admit	grupo	alternativoj	prononco
level	ekstere	في الخارج، في الخارج	outside, abroad	grupo	alternativoj	prononco
level	remi	إلى صف	to row	grupo	alternativoj	prononco
level	kaserolo	طبق خزفي، مقلاة، قدر	a casserole, a pan, a saucepan	grupo	alternativoj	prononco
level	gepatroj	(كلا الوالدين	(both) parents	grupo	alternativoj	prononco
level	geedziĝi	للزواج، للزواج	to get married, to marry	grupo	alternativoj	prononco
level	vundo	جرح، إصابة	a wound, an injury	grupo	alternativoj	prononco
level	scienco	العلم، العلم	science, a science	grupo	alternativoj	prononco
level	monero	عملة	a coin	grupo	alternativoj	prononco
level	kompari	لمقارنة	to compare	grupo	alternativoj	prononco
level	arko	قوس (منحنى)	an arc (of a curve)	grupo	alternativoj	prononco
level	sperta	من ذوي الخبرة والخبير	experienced, expert	grupo	alternativoj	prononco
level	sankta	مقدس، مقدس	holy, sacred	grupo	alternativoj	prononco
level	lavujo	مغسلة	a washbasin	grupo	alternativoj	prononco
level	trajno	قطار	a train	grupo	alternativoj	prononco
level	domaĝo	من المؤسف، شيء مؤسف	a pity, something regrettable	grupo	alternativoj	prononco
level	akra	حاد وكاشط	sharp, abrasive	grupo	alternativoj	prononco
level	meriti	أن تستحق، أن تستحق، أن تكون جديرًا	to deserve, to merit, to be worthy of	grupo	alternativoj	prononco
level	ekparoli	لبدء التحدث	to start speaking	grupo	alternativoj	prononco
level	ekscii	للتعرف، لتحقيق، للتعلم	to get to know, to realise, to learn	grupo	alternativoj	prononco
level	semo	بذرة	a seed	grupo	alternativoj	prononco
level	reveni	ليعود، ليعود	to come back, to return	grupo	alternativoj	prononco
level	lupo	ذئب	a wolf	grupo	alternativoj	prononco
level	elefanto	فيل	an elephant	grupo	alternativoj	prononco
level	karoto	جزرة	a carrot	grupo	alternativoj	prononco
level	haŭto	جلد، جلد	skin, a skin	grupo	alternativoj	prononco
level	palaco	قصر	a palace	grupo	alternativoj	prononco
level	eksidi	للحصول على الجلوس	to get sit down	grupo	alternativoj	prononco
level	mamo	ثدي (امرأة)، المعتوه	a breast (of a woman), boob	grupo	alternativoj	prononco
level	urso	دب	a bear	grupo	alternativoj	prononco
level	vulpo	الثعلب	a fox	grupo	alternativoj	prononco
