A.th content.tsv
Level	Esperanto	th	en-us	Grupo	Alternativoj	Pronoco
level	ĉu ŝi scias pri ~	เธอรู้เกี่ยวกับ ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	เกี่ยวกับการปรากฏตัวของคุณ	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	การปรากฏตัวของคุณที่นี่	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	ฉันต้องถามคุณ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	ขอให้คุณติดตามฉัน	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	และเขาก็อธิบาย ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	อธิบายว่า ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	ตั้งแต่ความพยายามที่ผิด	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	ความพยายามที่ผิดในการจับคุณหญิง	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	เนื่องจาก ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	เนื่องจากผู้ก่อการร้าย	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	ตำรวจตรวจสอบอย่างรอบคอบ	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	ตรวจสอบสิ่งที่เกิดขึ้น	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	เกิดขึ้นโดยรอบ	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	ของปราสาท	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	บริเวณโดยรอบปราสาท	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	ถึงนักอุตสาหกรรม	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	ดูเหมือนว่า ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	หัวใจของเขาตกต่ำในครั้งนี้	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	ล้มลงแทบเท้าของเขา	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	เขารู้อย่างนั้น ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	ยากนักที่เขาจะพยายามค้นหา	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	เพื่อหาคำอธิบายที่ยอมรับได้	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	เกี่ยวกับการปรากฏตัวของตนเอง	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	ความคิดที่ว่าคุณหญิงรู้ทุกอย่าง	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	ความคิดนี้ทำให้เขาหมดความหวังเพียงเล็กน้อย	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	ความหวังเล็กๆ น้อยๆ	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	ความหวังเล็กๆ น้อยๆ ที่ยังคงอยู่	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	หลังจากคำพูดแรกของตำรวจ	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	ยิ่งมาก ~ ยิ่งมากขึ้น ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	ยิ่งนานยิ่งดี	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	ไม่ว่าจะเท่าไหร่ก็ตาม	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	หนึ่งในสี่ของชั่วโมงที่แล้ว	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	พวกเขากลับมา	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	หลังจากโชคร้ายอันเลวร้าย	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	ผู้คนจากไป	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	และเมืองเก่าก็พังทลายลง	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	เราควรจะได้เจอคุณอีกครั้ง	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	ยิ่งบ่อยมากขึ้น	the more often	grupo	alternativoj	prononco
level	mi pripensas	ฉันกำลังคิดอยู่	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	ยิ่งฉันโกรธมากเท่าไหร่	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	เธออาศัยอยู่ใน ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	ในบ้านใดก็ได้	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	เราจะได้เจอกันอีกไหม?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	ทุกที่และทุกเวลา	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	เมื่อไหร่ฉันจะกลับมา~ ?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	อีกครึ่งหนึ่งของหนังสือ	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	คุณต้องการ ~ ?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	ต้องการมากกว่าหนึ่งในสี่ของปี	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	สำหรับงานเหล่านั้น	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	ทำไม ~ ?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	ยิ่งเย็น	the colder	grupo	alternativoj	prononco
level	ju pli longe	ยิ่งนานเท่าไร	the longer	grupo	alternativoj	prononco
level	ni atendas ~	เรากำลังรอ ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	คุณพอใจกับ ~ ?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	กับผู้ชายคนใดคนหนึ่ง	with any man	grupo	alternativoj	prononco
