B.th content.tsv
Level	Esperanto	th	en-us	Grupo	Alternativoj	Pronoco
level	trafis aŭ maltrafis?	ตีหรือพลาด?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	คุณพลาดอาหารเช้า	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	โอ้ เหี้ย!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	คุณพอใจไหม?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	และฉันผู้หิวโหยมาก	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	ถ้าคุณรีบ	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	อย่างน้อยก็สามารถตีช่องเปิดได้	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	การเปิดการประชุม	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	อย่างน้อยคุณก็สามารถเปิดการประชุมได้	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	มันจะเป็นเมื่อไหร่?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	เวลาสิบสี่นาฬิกา	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	จะใช้เวลาหนึ่งชั่วโมง	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	และเมื่อถึงเวลาสิบสองก็สามารถรับประทานอาหารได้	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	สวยงามมาก ฉันกำลังรอคอยมันอยู่	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	บอกฉันทีว่าจะเกิดอะไรขึ้นระหว่างการเปิด?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	มันคุ้มค่าที่จะไปเยี่ยมชมไหม?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	ในความคิดของฉันใช่	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	ปกติแล้วมันไม่มีชีวิตชีวามากนัก	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	แต่สำหรับคุณในฐานะ 'มือใหม่'	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	มันอาจจะน่าสนใจที่จะเข้าร่วม	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	ฉันเดาว่า ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	ประธาน TEJO จะพูดสองสามคำ	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	ธีมของการประชุม	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	ดูเหมือนว่าอาจจะ	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	คนจาก LKK อาจจะนำเสนอหัวข้อการประชุม	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	แต่ละ IJK มีธีมของตัวเอง	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	ฉันหวังว่าจะมีเพลงด้วย	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	แล้วมันจะเกิดขึ้นที่ไหนล่ะ?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	ในห้องบรรยายใหญ่	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	จะหาสิ่งนั้นได้อย่างไร?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	เมื่อคุณออกจากสถานที่นี้	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	ไปทางขวาสุดของอาคาร	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	ประมาณ 100 เมตร	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	ตรงไปอีกประมาณ 100 เมตร	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	และมีบ้านสีเหลือง	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	ทางด้านซ้ายของถนน	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	ป้ายเกี่ยวกับไซต์ IJK ทั้งหมด	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	ในนั้นคุณจะพบป้ายบอกทางเกี่ยวกับไซต์ IJK ทั้งหมด	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	ฉันจะส่งข้อความทางโทรศัพท์มือถือ	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	ถ้าฉันไม่พบมัน	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	โอ้ เป็นความคิดที่ดี เจอกันบนนั้น!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	ในห้องบรรยาย	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	เทวดาผู้พิทักษ์? คุณกำลังล้อเล่นใช่ไหม?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	ประธานของ TEJO	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	สุดท้ายนี้ ฉันขอให้คุณทุกคนมีสัปดาห์ที่สนุกสนาน	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	ตามข้อมูลล่าสุด	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	เรามี 423 คนจาก 38 ประเทศ	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	ฉันขอให้คุณสัปดาห์ IJK ประสบผลสำเร็จและสนุกสนาน	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	การต้อนรับอันอบอุ่นในนามของคณะกรรมการ TEJO	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	หลังจากปรบมือดังลั่น	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	คุณจัดการให้ตื่นได้ไหม?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	ใช่ เพราะความหิวของฉันเป็นหลัก	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	ไม่ ฉันล้อเล่น มันน่าสนใจที่จะได้ยิน	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	น่าสนใจที่จะได้ยินเกี่ยวกับกิจกรรมเล็กน้อย	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	เพื่อรับฟังกิจกรรมและโครงสร้างของขบวนการ	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	เซสชั่น TEJO จะทำให้คุณสนใจ	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	บางทีเซสชัน TEJO บางเซสชันอาจน่าสนใจสำหรับคุณ	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	ใช่อาจจะ	yes maybe	grupo	alternativoj	prononco
level	mi provos	ฉันจะพยายาม	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	จะพยายามเข้าร่วม	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	ฉันจะพยายามเข้าร่วม	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	เพื่อเข้าร่วมงานหนึ่ง	to attend one	grupo	alternativoj	prononco
