C.ta content.tsv
Level	Esperanto	ta	en-us	Grupo	Alternativoj	Pronoco
level	savi	காப்பாற்ற, காப்பாற்ற	to save, to rescue	grupo	alternativoj	prononco
level	vico	திருப்பம், ஒரு திருப்பம் (ஒரு வரிசையில்)	turn, a turn (in a sequence)	grupo	alternativoj	prononco
level	kilometro	ஒரு கிலோமீட்டர்	a kilometer	grupo	alternativoj	prononco
level	puni	தண்டிக்க	to punish	grupo	alternativoj	prononco
level	prunto	கடன்	a loan	grupo	alternativoj	prononco
level	planto	ஆலை, ஒரு செடி	plant, a plant	grupo	alternativoj	prononco
level	praktiko	பயிற்சி, ஒரு நடைமுறை	practice, a practice	grupo	alternativoj	prononco
level	kune	ஒன்றாக	together	grupo	alternativoj	prononco
level	temperaturo	வெப்ப நிலை	temperature	grupo	alternativoj	prononco
level	nepo	ஒரு பேரன்	a grandson	grupo	alternativoj	prononco
level	kunveni	கூட்ட, கூட்ட, சந்திக்க	to convene, to gather, to meet	grupo	alternativoj	prononco
level	tono	ஒரு தொனி	a tone	grupo	alternativoj	prononco
level	plata	தட்டையானது	flat	grupo	alternativoj	prononco
level	ekskursi	சுற்றுலா செல்ல, சுற்றுலா செல்ல, பயணம் செய்ய	to excurse, to go on a picnic, to jaunt	grupo	alternativoj	prononco
level	ripari	சரிசெய்ய, சரிசெய்ய	to repair, to fix	grupo	alternativoj	prononco
level	dramo	ஒரு நாடகம்	a drama	grupo	alternativoj	prononco
level	sovaĝa	காட்டுமிராண்டி, காட்டு	savage, wild	grupo	alternativoj	prononco
level	progresi	முன்னேற்றத்திற்கு	to progress	grupo	alternativoj	prononco
level	sonĝo	ஒரு கனவு	a dream	grupo	alternativoj	prononco
level	legomo	ஒரு காய்கறி	a vegetable	grupo	alternativoj	prononco
level	proksimuma	தோராயமான	approximate	grupo	alternativoj	prononco
level	mapo	வரைபடம்	a map	grupo	alternativoj	prononco
level	foje (iu foje)	சில நேரங்களில் (சில நேரங்களில்)	sometimes (some times)	grupo	alternativoj	prononco
level	aŭtoritato	ஒரு அதிகாரம்	an authority	grupo	alternativoj	prononco
level	distribui	விநியோகிக்க	to distribute	grupo	alternativoj	prononco
level	distingi	வேறுபடுத்தி	to distinguish	grupo	alternativoj	prononco
level	speciala	சிறப்பு	special	grupo	alternativoj	prononco
level	boli	கொதிக்க	to boil	grupo	alternativoj	prononco
level	osto	ஒரு எலும்பு	a bone	grupo	alternativoj	prononco
level	rekomendi	பரிந்துரைக்க	to recommend	grupo	alternativoj	prononco
level	postmorgaŭ	நாளை மறுநாள்	the day after tomorrow	grupo	alternativoj	prononco
level	komplezi	கடமையாக்குதல், கருணை காட்டுதல், ஒரு உதவி செய்ய	to oblige, to be kind as to, to do a favor	grupo	alternativoj	prononco
level	ĝentila	மென்மையான, கண்ணியமான, மரியாதையான, நல்ல நடத்தை	gentle, polite, courteous, well-mannered	grupo	alternativoj	prononco
level	komforta	வசதியான	comfortable	grupo	alternativoj	prononco
level	strio	ஒரு கோடு, ஒரு கதிர்	a stripe, a ray	grupo	alternativoj	prononco
level	tolo	ஒரு கேன்வாஸ், ஒரு துணி, ஒரு துணி	a canvas, a cloth, a linen	grupo	alternativoj	prononco
level	ŝnuro	ஒரு கயிறு, ஒரு நாண், ஒரு சரம்	a rope, a chord, a string	grupo	alternativoj	prononco
level	imperio	ஒரு பேரரசு	an empire	grupo	alternativoj	prononco
level	ĉemizo	ஒரு சட்டை	a shirt	grupo	alternativoj	prononco
level	anaso	ஒரு வாத்து	a duck	grupo	alternativoj	prononco
level	organo	ஒரு உறுப்பு, ஒரு விமர்சனம், ஒரு அதிகாரப்பூர்வ புல்லட்டின்	an organ, a review, an official bulletin	grupo	alternativoj	prononco
level	longe	நீண்ட, நீண்ட நேரம்	long, for a long time	grupo	alternativoj	prononco
level	biskvito	ஒரு பிஸ்கட், ஒரு குக்கீ, ஒரு பட்டாசு	a biscuit, a cookie, a cracker	grupo	alternativoj	prononco
level	panjo	அம்மா, ஒரு அம்மா, அம்மா	mom, a mom, mommy	grupo	alternativoj	prononco
level	paĉjo	அப்பா, ஒரு அப்பா, அப்பா	dad, a dad, daddy	grupo	alternativoj	prononco
level	mendi	ஆர்டர் செய்ய, முன்பதிவு செய்ய	to order, to book	grupo	alternativoj	prononco
level	lingva	மொழியியல்	linguistic	grupo	alternativoj	prononco
level	biciklo	ஒரு பைக், ஒரு சைக்கிள்	a bike, a bicycle	grupo	alternativoj	prononco
level	imiti	பின்பற்ற வேண்டும்	to imitate	grupo	alternativoj	prononco
level	abelo	ஒரு தேனீ	a bee	grupo	alternativoj	prononco
level	konfidi	confide, to confide	to confide, to entrust	grupo	alternativoj	prononco
level	ferio (feria tago)	விடுமுறை, ஒரு விடுமுறை (=லிபர்டாகோ)	holiday, a holiday (=libertago)	grupo	alternativoj	prononco
level	kisi	முத்தமிடுவதற்கு	to kiss	grupo	alternativoj	prononco
level	nokte	இரவில், இரவு நேரத்தில், இரவில்	at night, night-time, by night	grupo	alternativoj	prononco
level	transdoni	கொடுக்க, மாற்ற, ஒப்படைக்க	to give over, to transfer, to hand over	grupo	alternativoj	prononco
level	litero	ஒரு எழுத்து, ஒரு எழுத்து	a character, a letter	grupo	alternativoj	prononco
level	maŝino	ஒரு இயந்திரம்	a machine	grupo	alternativoj	prononco
level	haveno	துறைமுகம், துறைமுகம்	a harbor, a port	grupo	alternativoj	prononco
level	graso	கிரீஸ், கொழுப்பு	grease, fat	grupo	alternativoj	prononco
level	klopodi	முயற்சி, முயற்சி, இலக்கு, மேற்கொள்ள	to endeavor, to attempt, to aim, to undertake	grupo	alternativoj	prononco
level	ŝanco	ஒரு வாய்ப்பு, ஒரு வாய்ப்பு	a chance, an opportunity	grupo	alternativoj	prononco
level	ŝiri	கிழிக்க, கிழிக்க	to tear, to rip	grupo	alternativoj	prononco
level	mantelo	ஒரு கோட், ஒரு மாண்டோ, ஒரு மேலங்கி	a coat, a manteau, a cloak	grupo	alternativoj	prononco
level	programo	ஓர் திட்டம்	a program	grupo	alternativoj	prononco
level	volvi	மடிக்க, உருட்ட, காற்று, சுருட்ட	to wrap, to roll, to wind, to roll up	grupo	alternativoj	prononco
level	prunte	கடன் மீது	on loan	grupo	alternativoj	prononco
level	naskiĝtago	ஒரு பிறந்தநாள்	a birthday	grupo	alternativoj	prononco
level	karbo	நிலக்கரி	coal	grupo	alternativoj	prononco
level	proponi	முன்மொழிய, வழங்க	to propose, to offer	grupo	alternativoj	prononco
level	muzeo	ஒரு அருங்காட்சியகம்	a museum	grupo	alternativoj	prononco
level	metalo	உலோகம், உலோகம்	metal, a metal	grupo	alternativoj	prononco
level	streĉi	நீட்ட, இறுக்க	to strech, to tighten	grupo	alternativoj	prononco
level	gustumi	சுவைக்க, மாதிரி	to taste, to sample	grupo	alternativoj	prononco
level	atenti	கவனித்துக் கொள்ள, கவனம் செலுத்த, கவனிக்க	to take care, to pay attention, to watch out for	grupo	alternativoj	prononco
level	presi	அச்சிட	to print	grupo	alternativoj	prononco
level	tabulo	ஒரு பலகை, ஒரு பலகை, ஒரு மாத்திரை	a board, a plank, a tablette	grupo	alternativoj	prononco
level	tute	முற்றிலும், முற்றிலும், முற்றிலும்	totally, completely, entirely	grupo	alternativoj	prononco
level	serio	ஒரு தொடர்	a series	grupo	alternativoj	prononco
level	universitato	ஒரு பல்கலைக்கழகம்	a university	grupo	alternativoj	prononco
level	situacio	ஒரு சூழ்நிலை, சூழ்நிலைகள், ஒரு நிபந்தனை	a situation, circumstances, a condition	grupo	alternativoj	prononco
level	paro	ஒரு ஜோடி, ஒரு ஜோடி	a pair, a couple	grupo	alternativoj	prononco
level	metio	கைவினை, கைவினை	craft, handicraft	grupo	alternativoj	prononco
level	meblo	தளபாடங்கள் ஒரு துண்டு	a piece of furniture	grupo	alternativoj	prononco
level	oleo	எண்ணெய், ஒரு எண்ணெய்	oil, an oil	grupo	alternativoj	prononco
level	scivola	ஆர்வமுள்ள, ஆர்வமுள்ள	curious, inquisitive	grupo	alternativoj	prononco
level	ĉu ne?	இல்லையா? இல்லையா?	isn't it? aren't they?	grupo	alternativoj	prononco
level	nepra	அவசியம், முற்றிலும் அவசியம்	essential, absolutely necessary	grupo	alternativoj	prononco
level	kapabli	முடியும், திறன் வேண்டும்	to be able to, to be capable of	grupo	alternativoj	prononco
level	ŝranko	ஒரு லாக்கர், ஒரு அலமாரி, ஒரு அலமாரி, ஒரு பக்க பலகை	a locker, a cupboard, a closet, a sideboard	grupo	alternativoj	prononco
level	po ~	ஒன்றுக்கு, விகிதத்தில், மூலம்	per, at the rate of, by	grupo	alternativoj	prononco
level	direktoro	ஒரு இயக்குனர், ஒரு மேலாளர்	a director, a manager	grupo	alternativoj	prononco
level	ve!	ஐயோ!	Alas!	grupo	alternativoj	prononco
level	eviti	தவிர்க்க, தவிர்க்க	to avoid, to evade	grupo	alternativoj	prononco
level	posedi	வைத்திருக்க, சொந்தமாக	to possess, to own	grupo	alternativoj	prononco
level	rubriko	ஒரு தலைப்பு, ஒரு பகுதி, ஒரு ரூப்ரிக், ஒரு நெடுவரிசை	a heading, a section, a rubric, a column	grupo	alternativoj	prononco
level	krimo	குற்றம்	a crime	grupo	alternativoj	prononco
level	akiri	பெற, அடைய, பெற, பெற	to acquire, to attain, to obtain, to get	grupo	alternativoj	prononco
level	fuŝi	குழப்பம், வளைவு, பொட்ச், திருகு	to mess, to bungle, to botch, to screw up	grupo	alternativoj	prononco
level	virino	ஒரு பெண்	a woman	grupo	alternativoj	prononco
level	viŝi	துடைக்க, நீக்க, துடைக்க	to wipe, to delete, ti wipe off	grupo	alternativoj	prononco
level	flanke	பக்கத்தில்	at the side	grupo	alternativoj	prononco
