B.el content.tsv
Level	Esperanto	el	en-us	Grupo	Alternativoj	Pronoco
level	programo de la Kleriga Lundo	πρόγραμμα της Δευτέρας του Διαφωτισμού	program of the Enlightenment Monday	grupo	alternativoj	prononco
level	movada foiro	δίκαιη κίνηση	movement fair	grupo	alternativoj	prononco
level	Ekumena Diservo	Οικουμενική Υπηρεσία	Ecumenical Service	grupo	alternativoj	prononco
level	Kongresa Balo	Μπάλα του Κογκρέσου	Congressional Ball	grupo	alternativoj	prononco
level	Estraro Respondas	Απαντά το Διοικητικό Συμβούλιο	Board of Directors Responds	grupo	alternativoj	prononco
level	faka kunsido	συνάντηση ειδικών	specialist meeting	grupo	alternativoj	prononco
level	kongresa aŭkcio	δημοπρασία της σύμβασης	convention auction	grupo	alternativoj	prononco
level	komitato de UEA (Universala Esperanto Asocio)	επιτροπή της UEA (Παγκόσμια Ένωση Εσπεράντο)	committee of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	registrita kongresano	εγγεγραμμένος συμμετέχων στο συνέδριο	registered congress participant	grupo	alternativoj	prononco
level	aliĝilo kun kongresa numero	φόρμα εγγραφής με αριθμό συνεδρίου	registration form with congress number	grupo	alternativoj	prononco
level	liveri ĉiujn servojn laŭ dua bulteno	να παρέχει όλες τις υπηρεσίες όπως στο δεύτερο ενημερωτικό δελτίο	to deliver all services as in the second newsletter	grupo	alternativoj	prononco
level	hazarda kunloĝigo de nekonatoj	τυχαία κοινή χρήση δωματίου από αγνώστους	random room sharing of strangers	grupo	alternativoj	prononco
level	disponigas nur al anticipaj konsentitoj	διατίθεται μόνο σε εκ των προτέρων συναινούντες	available only to advance consenters	grupo	alternativoj	prononco
level	krom se aliloke indikite	εκτός εάν υποδεικνύεται σε άλλο μέρος	unless indicated in other place	grupo	alternativoj	prononco
level	ekskursojn akompanos gvidanto	οι ξεναγήσεις θα συνοδεύονται από ξεναγό	tours will be accompanied by a guide	grupo	alternativoj	prononco
