C.de content.tsv
Level	Esperanto	de	en-us	Grupo	Alternativoj	Pronoco
level	paĉjo	Papa, ein Papa, Papa	dad, a dad, daddy	grupo	alternativoj	prononco
level	mendi	bestellen, buchen	to order, to book	grupo	alternativoj	prononco
level	lingva	sprachlich	linguistic	grupo	alternativoj	prononco
level	biciklo	ein Fahrrad, ein Fahrrad	a bike, a bicycle	grupo	alternativoj	prononco
level	imiti	nachahmen	to imitate	grupo	alternativoj	prononco
level	abelo	eine Biene	a bee	grupo	alternativoj	prononco
level	konfidi	sich anvertrauen, anvertrauen	to confide, to entrust	grupo	alternativoj	prononco
level	ferio (feria tago)	Feiertag, ein Feiertag (=libertago)	holiday, a holiday (=libertago)	grupo	alternativoj	prononco
level	kisi	küssen	to kiss	grupo	alternativoj	prononco
level	nokte	nachts, nachts, bei Nacht	at night, night-time, by night	grupo	alternativoj	prononco
level	transdoni	abgeben, übertragen, übergeben	to give over, to transfer, to hand over	grupo	alternativoj	prononco
level	litero	ein Zeichen, ein Buchstabe	a character, a letter	grupo	alternativoj	prononco
level	maŝino	ein Gerät	a machine	grupo	alternativoj	prononco
level	haveno	ein Hafen, ein Hafen	a harbor, a port	grupo	alternativoj	prononco
level	graso	Fett, Fett	grease, fat	grupo	alternativoj	prononco
level	klopodi	sich bemühen, versuchen, zielen, unternehmen	to endeavor, to attempt, to aim, to undertake	grupo	alternativoj	prononco
level	ŝanco	eine Chance, eine Chance	a chance, an opportunity	grupo	alternativoj	prononco
level	ŝiri	zerreißen, zerreißen	to tear, to rip	grupo	alternativoj	prononco
level	mantelo	ein Mantel, ein Manteau, ein Umhang	a coat, a manteau, a cloak	grupo	alternativoj	prononco
level	programo	ein Programm	a program	grupo	alternativoj	prononco
level	volvi	einwickeln, aufrollen, aufwickeln, aufrollen	to wrap, to roll, to wind, to roll up	grupo	alternativoj	prononco
level	prunte	ausgeliehen	on loan	grupo	alternativoj	prononco
level	naskiĝtago	ein Geburtstag	a birthday	grupo	alternativoj	prononco
level	karbo	Kohle	coal	grupo	alternativoj	prononco
level	proponi	vorschlagen, anbieten	to propose, to offer	grupo	alternativoj	prononco
level	muzeo	ein Museum	a museum	grupo	alternativoj	prononco
level	metalo	Metall, ein Metall	metal, a metal	grupo	alternativoj	prononco
level	streĉi	dehnen, festziehen	to strech, to tighten	grupo	alternativoj	prononco
level	gustumi	probieren, probieren	to taste, to sample	grupo	alternativoj	prononco
level	atenti	aufpassen, aufpassen, aufpassen	to take care, to pay attention, to watch out for	grupo	alternativoj	prononco
level	presi	zu drucken	to print	grupo	alternativoj	prononco
level	tabulo	ein Brett, eine Planke, eine Tablette	a board, a plank, a tablette	grupo	alternativoj	prononco
level	tute	ganz, ganz, ganz	totally, completely, entirely	grupo	alternativoj	prononco
level	serio	eine Serie	a series	grupo	alternativoj	prononco
level	universitato	eine Universität	a university	grupo	alternativoj	prononco
level	situacio	eine Situation, Umstände, ein Zustand	a situation, circumstances, a condition	grupo	alternativoj	prononco
level	paro	ein Paar, ein Paar	a pair, a couple	grupo	alternativoj	prononco
level	metio	Handwerk, Handwerk	craft, handicraft	grupo	alternativoj	prononco
level	meblo	ein Möbelstück	a piece of furniture	grupo	alternativoj	prononco
level	oleo	Öl, ein Öl	oil, an oil	grupo	alternativoj	prononco
level	scivola	neugierig, neugierig	curious, inquisitive	grupo	alternativoj	prononco
level	ĉu ne?	nicht wahr? nicht wahr?	isn't it? aren't they?	grupo	alternativoj	prononco
level	nepra	wesentlich, absolut notwendig	essential, absolutely necessary	grupo	alternativoj	prononco
level	kapabli	können, fähig sein	to be able to, to be capable of	grupo	alternativoj	prononco
level	ŝranko	ein Spind, ein Schrank, ein Schrank, ein Sideboard	a locker, a cupboard, a closet, a sideboard	grupo	alternativoj	prononco
level	po ~	pro, mit der Rate von, durch	per, at the rate of, by	grupo	alternativoj	prononco
level	direktoro	ein Regisseur, ein Manager	a director, a manager	grupo	alternativoj	prononco
level	ve!	Ach!	Alas!	grupo	alternativoj	prononco
level	eviti	vermeiden, ausweichen	to avoid, to evade	grupo	alternativoj	prononco
level	posedi	besitzen, besitzen	to possess, to own	grupo	alternativoj	prononco
level	rubriko	eine Überschrift, ein Abschnitt, eine Rubrik, eine Spalte	a heading, a section, a rubric, a column	grupo	alternativoj	prononco
level	krimo	ein Verbrechen	a crime	grupo	alternativoj	prononco
level	akiri	erwerben, erreichen, erlangen, bekommen	to acquire, to attain, to obtain, to get	grupo	alternativoj	prononco
level	fuŝi	vermasseln, verpfuschen, vermasseln	to mess, to bungle, to botch, to screw up	grupo	alternativoj	prononco
level	virino	eine Frau	a woman	grupo	alternativoj	prononco
level	viŝi	wischen, löschen, abwischen	to wipe, to delete, ti wipe off	grupo	alternativoj	prononco
level	flanke	an der Seite	at the side	grupo	alternativoj	prononco
level	oferti	vorschlagen, bieten, ein Angebot machen, anbieten	to propose, to bid, to make an offer of, to offer	grupo	alternativoj	prononco
level	muŝo	eine Fliege (Insekt)	a fly (insect)	grupo	alternativoj	prononco
level	subite	plötzlich, ganz plötzlich	suddenly, all of a sudden	grupo	alternativoj	prononco
level	spegulo	ein Spiegel, ein Spiegel	a mirror, a looking glass	grupo	alternativoj	prononco
level	taŭga	geeignet	suitable	grupo	alternativoj	prononco
level	neniel	auf keinen Fall, auf keinen Fall, überhaupt nicht	in no way, by no means, not at all	grupo	alternativoj	prononco
level	persona	persönlich	personal	grupo	alternativoj	prononco
level	rado	ein Rad	a wheel	grupo	alternativoj	prononco
level	najbaro	ein Nachbar	a neighbor	grupo	alternativoj	prononco
level	tremi	zittern, zittern, zittern	to tremble, to quiver, to shiver	grupo	alternativoj	prononco
level	familia ĉambro	ein Familienzimmer, ein Wohnzimmer	a family room, a living room	grupo	alternativoj	prononco
level	poto	ein Topf, ein Krug	a pot, a jug	grupo	alternativoj	prononco
level	pasigi	ausgeben, vergehen	to spend, to pass	grupo	alternativoj	prononco
level	akompani	begleiten	to accompany	grupo	alternativoj	prononco
level	noto	eine Notiz, (Schul-)Note, Note	a note, (school) grade, mark	grupo	alternativoj	prononco
level	brovo	eine Augenbraue	an eyebrow	grupo	alternativoj	prononco
level	infanĉambro	ein Kinderzimmer	a child room	grupo	alternativoj	prononco
level	vigla	lebhaft, lebhaft	animated, brisk	grupo	alternativoj	prononco
level	simio	ein Affe	a monkey	grupo	alternativoj	prononco
level	pilko	ein Ball	a ball	grupo	alternativoj	prononco
level	konscii	bewusst sein, sich dessen bewusst sein	to be concious, to be aware of	grupo	alternativoj	prononco
level	honoro	Ehre, eine Ehre	honor, an honour	grupo	alternativoj	prononco
level	inaŭguro	Einweihung, eine Einweihung	inauguration, an inauguration	grupo	alternativoj	prononco
level	bebo	ein Baby	a baby	grupo	alternativoj	prononco
level	rajti	erlaubt sein, das Recht dazu haben	to be allowed, to have the right to	grupo	alternativoj	prononco
level	apetito	ein Appetit	an appetite	grupo	alternativoj	prononco
level	klubo	ein Verein, eine Gesellschaft	a club, a society	grupo	alternativoj	prononco
level	soifi	dursten, durstig sein	to thirst, to be thirsty	grupo	alternativoj	prononco
level	muso	eine Maus	a mouse	grupo	alternativoj	prononco
level	nevo	ein Neffe	a nephew	grupo	alternativoj	prononco
level	vespermanĝo	ein Abendessen, ein Abendessen, ein Abendessen	a dinner, a supper, evening meal	grupo	alternativoj	prononco
level	matene	am Morgen	in the morning	grupo	alternativoj	prononco
level	trompi	täuschen, betrügen	to deceive, to cheat	grupo	alternativoj	prononco
level	farmi	bewirtschaften, einen Bauernhof pachten	to farm, to lease a farm	grupo	alternativoj	prononco
level	cifero	Ziffer, eine Ziffer, Chiffre, eine Zahl	digit, a digit, cipher, a figure	grupo	alternativoj	prononco
level	honesta	ehrlich	honest	grupo	alternativoj	prononco
level	tagmezo	Mittag, Mittag	noon, midday	grupo	alternativoj	prononco
level	romano	ein Roman	a novel	grupo	alternativoj	prononco
level	rato	eine Ratte	a rat	grupo	alternativoj	prononco
level	antaŭtagmeze	vor Mittag (morgens)	before noon (in the morning)	grupo	alternativoj	prononco
level	fosi	graben, graben, spaten	to dig, to grub, to spade	grupo	alternativoj	prononco
level	foso	eine Grube, eine Stange	a pit, pole	grupo	alternativoj	prononco
level	posttagmeze	Am Abend	in the afternoon	grupo	alternativoj	prononco
level	fiera	stolz	proud	grupo	alternativoj	prononco
level	bari	blockieren, behindern	to bar, to obstruct	grupo	alternativoj	prononco
level	oscedi	Gähnen	to yawn	grupo	alternativoj	prononco
level	poento	ein Punkt, ein Lauf	a point, a run	grupo	alternativoj	prononco
level	minaci	beschimpfen, bedrohen, einschüchtern, bedrohen	to minace, to threaten, to intimidate, to menace	grupo	alternativoj	prononco
level	armo	Waffen, Waffenkammer	arms, armory	grupo	alternativoj	prononco
level	parenco	Verwandter, ein Verwandter, ein Verwandter	relative, a relative, a kinsman	grupo	alternativoj	prononco
level	rikolti	ernten, ernten, sammeln	to harvest, to reap, to garner	grupo	alternativoj	prononco
level	duŝo	Dusche, eine Dusche	shower, a shower	grupo	alternativoj	prononco
level	mueli	Schleifen	to grind	grupo	alternativoj	prononco
level	fabelo	ein Märchen, eine Gutenachtgeschichte	a fairy tale, a bedtime story	grupo	alternativoj	prononco
level	publika	öffentlich, für die Öffentlichkeit zugänglich	public, open to public	grupo	alternativoj	prononco
level	baro	eine Barriere, ein Hindernis	a barrier, an obstruction	grupo	alternativoj	prononco
level	kubuto	ein Ellenbogen	an elbow	grupo	alternativoj	prononco
level	flughaveno	ein Flughafen	an airport	grupo	alternativoj	prononco
level	spico	ein Gewürz	a spice	grupo	alternativoj	prononco
level	kubo	ein Würfel, ein Würfel	a cube, a dice	grupo	alternativoj	prononco
level	transirejo	eine Kreuzung, ein Kreuzweg	a crossing, a crossway	grupo	alternativoj	prononco
level	lastanokte	(um) letzte Nacht	(at) last night	grupo	alternativoj	prononco
level	pafi	schießen, schießen	to shoot, to fire	grupo	alternativoj	prononco
level	aprobi	zu genehmigen	to approve	grupo	alternativoj	prononco
level	kutime	normalerweise, normalerweise	ordinarily, usually	grupo	alternativoj	prononco
level	reala	real	real	grupo	alternativoj	prononco
level	kolekti	sammeln	to collect	grupo	alternativoj	prononco
level	okulvitroj	Brillen, Brillen, Brillen	eye-glasses, spectacles, glasses	grupo	alternativoj	prononco
level	rolo	Rolle, eine Rolle, ein Teil	role, a role, a part	grupo	alternativoj	prononco
level	rifuzi	ablehnen	to refuse	grupo	alternativoj	prononco
level	riproĉi	vorwerfen, zurechtweisen, zurechtweisen, schimpfen	to reproach, to reprimand, to rebuke, to scold	grupo	alternativoj	prononco
level	fakturo	eine Rechnung, eine Rechnung	an invoice, a bill	grupo	alternativoj	prononco
level	sun-floro	eine Sonnenblume	a sun-flower	grupo	alternativoj	prononco
level	peli	antreiben, treiben, jagen, antreiben	to propel, to drive, to chase, to impel	grupo	alternativoj	prononco
level	bluzo	eine Bluse	a blouse	grupo	alternativoj	prononco
level	ĉial	aus jedem Grund	for every reason	grupo	alternativoj	prononco
level	pluvi	regnen	to rain	grupo	alternativoj	prononco
level	deserto	ein Dessert, ein Afters	a dessert, an afters	grupo	alternativoj	prononco
level	regno	ein Königreich, ein Reich	a kingdom, a realm	grupo	alternativoj	prononco
level	bedaŭrinda	bedauerlich, bedauerlich	regrettable, deplorable	grupo	alternativoj	prononco
level	nenial	ohne Grund, nicht aus irgendeinem Grund	for no reason, not for any reason	grupo	alternativoj	prononco
level	indulgi	nachsichtig sein (mit), sich verwöhnen lassen	to be lenient (with), to indulge	grupo	alternativoj	prononco
level	ĉiĉerono	ein Cicerone, ein Reiseleiter, ein Dozent	a cicerone, a tour guide, a docent	grupo	alternativoj	prononco
level	krano	ein Wasserhahn, ein Wasserhahn	a tap, a faucet	grupo	alternativoj	prononco
level	prezidi	den Vorsitz führen	to preside over	grupo	alternativoj	prononco
level	najbara	benachbart	neighboring	grupo	alternativoj	prononco
level	kruciĝejo	eine Kreuzung	a crossway	grupo	alternativoj	prononco
level	polvo	Staub, ein Staub	dust, a dust	grupo	alternativoj	prononco
level	ĉapitro	Kapitel, ein Kapitel	chapter, a chapter	grupo	alternativoj	prononco
level	reklamo	eine Werbung	an advertisement	grupo	alternativoj	prononco
level	pia	fromm	pious	grupo	alternativoj	prononco
level	lastjare	letztes Jahr	last year	grupo	alternativoj	prononco
level	vojmontrilo	ein Wahrzeichen, ein Wegweiser	a landmark, a signpost	grupo	alternativoj	prononco
level	kelo	ein Keller, ein Keller	a cellar, a basement	grupo	alternativoj	prononco
level	firma	fest, stabil	firm, stable	grupo	alternativoj	prononco
level	eks-	(Präfix) ex-, früher	(prefix)  ex-, former	grupo	alternativoj	prononco
level	kilogramo	ein Kilogramm	a kilogram	grupo	alternativoj	prononco
level	frago	eine Erdbeere	a strawberry	grupo	alternativoj	prononco
level	pato	eine Bratpfanne	a frying pan	grupo	alternativoj	prononco
level	delikata	zart, empfindlich	delicate, sensitive	grupo	alternativoj	prononco
level	ĉasi	hinterherjagen, verfolgen, jagen	to chase after, to pursue, to hunt	grupo	alternativoj	prononco
level	verdire	die Wahrheit sagen	to tell the truth	grupo	alternativoj	prononco
level	pra-	Abgelegenheit in der Zeit, prähistorisch, vor-, urgroß-	remoteness in time, prehistorical, fore-, greatgrand-	grupo	alternativoj	prononco
level	matura	reif, reif	mature, ripe	grupo	alternativoj	prononco
level	kulerego	Eimer, ein großer Löffel	bucket, a large spoon	grupo	alternativoj	prononco
level	konduti	sich benehmen, sich benehmen	to conduct oneself, to behave	grupo	alternativoj	prononco
level	vere	wirklich, wirklich, wirklich	really, genuinly, truly	grupo	alternativoj	prononco
level	mis-	(Präfix) falsch	(prefix)  mis-	grupo	alternativoj	prononco
level	kvieta	ziemlich ruhig	quiet, calm	grupo	alternativoj	prononco
level	funkcii	funktionieren, operieren, arbeiten	to function, to operate, to work	grupo	alternativoj	prononco
level	konvena	angemessen, passend	appropriate, suitable	grupo	alternativoj	prononco
level	turisto	ein Tourist	a tourist	grupo	alternativoj	prononco
level	honti	sich schämen	to be ashamed	grupo	alternativoj	prononco
level	averti	warnen, warnen	to warn, to caution	grupo	alternativoj	prononco
level	turismo	Tourismus	tourism	grupo	alternativoj	prononco
level	stumpo	ein Stumpf, ein Zigarettenstummel	a stump, a butt (cigarret)	grupo	alternativoj	prononco
level	trinkmono (gratifiko)	ein Trinkgeld (Bonus), ein Trinkgeld	a tip (bonus), a gratuity	grupo	alternativoj	prononco
level	pacienca	geduldig	patient	grupo	alternativoj	prononco
level	mieno	ein (Gesichts-)Ausdruck	a (facial) expression	grupo	alternativoj	prononco
level	pensio	Rente, Rente	pension, annuity	grupo	alternativoj	prononco
level	princo	ein Prinz	a prince	grupo	alternativoj	prononco
level	sorto	Schicksal, Schicksal, Glück	destiny, fate, fortune	grupo	alternativoj	prononco
level	-end-	(Suffix) Verpflichtung	(suffix)  obligation	grupo	alternativoj	prononco
level	longaj ŝtrumpoj	lange Strümpfe	long stockings	grupo	alternativoj	prononco
level	barbo	Bart	beard	grupo	alternativoj	prononco
level	-ing-	(Suffix) langer Halter, Sockel	(suffix)  long holder, socket	grupo	alternativoj	prononco
level	bongusta	lecker, gut geschmeckt	delicious, good-tasted	grupo	alternativoj	prononco
level	flegi	kümmern, pflegen	to take care of, to nurse	grupo	alternativoj	prononco
level	-njo	(Suffix) weiblicher Kosename	(suffix)  female pet name	grupo	alternativoj	prononco
level	-ĉjo	(Suffix) männlicher Kosename	(suffix)  male pet name	grupo	alternativoj	prononco
level	plugi	pflügen, pflügen, bestellen	to plow, to plough, to till	grupo	alternativoj	prononco
level	amletero	Ein Liebesbrief	a loveletter	grupo	alternativoj	prononco
level	glaso da	ein Glas	a glass of	grupo	alternativoj	prononco
level	valo	ein Tal	a valley	grupo	alternativoj	prononco
level	taso da	Eine Tasse	a cup of	grupo	alternativoj	prononco
level	ŝarĝo	eine Bürde, eine Belastung, eine Belastung	a burden, a load, a charge	grupo	alternativoj	prononco
level	bufedo	ein Buffet	a buffet	grupo	alternativoj	prononco
level	avino	eine Großmutter	a grandmother	grupo	alternativoj	prononco
level	guto	ein Tropfen, ein Tropfen	a drop, a drip	grupo	alternativoj	prononco
level	estingi	löschen, auslöschen	to put out, to extinguish	grupo	alternativoj	prononco
level	feliĉe	glücklich	happily	grupo	alternativoj	prononco
level	gorĝo	eine Kehle	a throat	grupo	alternativoj	prononco
level	serpento	eine Schlange	a snake	grupo	alternativoj	prononco
